nrc,clave,materia,seccion,dias,hora,profesor,salon,programa
25966,IDDS 001,Administracion de Proyectos,101,A,0700-0859,Rodriguez - Pedroza Berenice,1CCO1/004,ICC
25966,IDDS 001,Administracion de Proyectos,101,J,0700-0859,Rodriguez - Pedroza Berenice,1CCO1/004,ICC
25978,IDDS 001,Administracion de Proyectos,102,A,0900-1059,Romero - Valdez Maria DEL Carmen,1CCO5/203,ICC
25978,IDDS 001,Administracion de Proyectos,102,J,0900-1059,Romero - Valdez Maria DEL Carmen,1CCO5/203,ICC
26005,IDDS 001,Administracion de Proyectos,103,M,1700-1859,Romero - Valdez Maria DEL Carmen,1CCO1/002,ICC
26005,IDDS 001,Administracion de Proyectos,103,V,1700-1859,Romero - Valdez Maria DEL Carmen,1CCO1/002,ICC
26030,IDDS 001,Administracion de Proyectos,104,A,1700-1859,Romero - Valdez Maria DEL Carmen,1CCO5/201,ICC
26030,IDDS 001,Administracion de Proyectos,104,J,1700-1859,Romero - Valdez Maria DEL Carmen,1CCO5/201,ICC
26065,IDDS 001,Administracion de Proyectos,105,M,1100-1259,Vera - Cervantes Eugenia Erica,1CCO1/001,ICC
26065,IDDS 001,Administracion de Proyectos,105,V,1100-1259,Vera - Cervantes Eugenia Erica,1CCO1/001,ICC
26082,IDDS 001,Administracion de Proyectos,106,M,1500-1659,Ambrosio - Vazquez Alma Delia,1CCO5/203,ICC
26082,IDDS 001,Administracion de Proyectos,106,V,1500-1659,Ambrosio - Vazquez Alma Delia,1CCO5/203,ICC
26104,IDDS 001,Administracion de Proyectos,108,M,0900-1059,Zenteno - Vazquez ANA Claudia,1CCO4/203,ICC
26104,IDDS 001,Administracion de Proyectos,108,V,0900-1059,Zenteno - Vazquez ANA Claudia,1CCO4/203,ICC
26119,IDDS 001,Administracion de Proyectos,109,A,1300-1459,Gonzalez - Flores Marcos,1CCO4/201,ICC
26119,IDDS 001,Administracion de Proyectos,109,J,1300-1459,Gonzalez - Flores Marcos,1CCO4/201,ICC
26125,IDDS 001,Administracion de Proyectos,110,M,0700-0859,Mendoza - Rojas Angel Omar,1CCO4/401,ICC
26125,IDDS 001,Administracion de Proyectos,110,V,0700-0859,Mendoza - Rojas Angel Omar,1CCO4/401,ICC
25094,ICCS 261,Administracion de Redes,OO1,L,1100-1159,Zenteno - Vazquez ANA Claudia,1CCO1/005,ICC
25094,ICCS 261,Administracion de Redes,OO1,M,1100-1259,Zenteno - Vazquez ANA Claudia,1CCO1/005,ICC
25094,ICCS 261,Administracion de Redes,OO1,V,1100-1259,Zenteno - Vazquez ANA Claudia,1CCO3/302,ICC
25117,ICCS 261,Administracion de Redes,OO2,L,1300-1359,Romero - Hernandez Yeiny,1CCO3/302,ICC
25117,ICCS 261,Administracion de Redes,OO2,M,1300-1459,Romero - Hernandez Yeiny,1CCO3/302,ICC
25117,ICCS 261,Administracion de Redes,OO2,V,1300-1459,Romero - Hernandez Yeiny,1CCO4/303,ICC
25138,ICCS 261,Administracion de Redes,OO3,A,1300-1459,Barrios - Gonzalez Erick,1CCO1/005,ICC
25138,ICCS 261,Administracion de Redes,OO3,J,1300-1459,Barrios - Gonzalez Erick,1CCO3/302,ICC
25138,ICCS 261,Administracion de Redes,OO3,L,1400-1459,Barrios - Gonzalez Erick,1CCO1/005,ICC
25165,ICCS 261,Administracion de Redes,OO4,A,1300-1459,Zenteno - Vazquez ANA Claudia,1CCO4/202,ICC
25165,ICCS 261,Administracion de Redes,OO4,J,1300-1459,Zenteno - Vazquez ANA Claudia,1CCO3/301,ICC
25165,ICCS 261,Administracion de Redes,OO4,L,1400-1459,Zenteno - Vazquez ANA Claudia,1CCO3/301,ICC
42753,ISCO 201,Analisis y Diseno de Algoritm,O1O,A,0900-1059,Vargas - Lomeli Miguel Angel,1CCO4/104,ICC
42753,ISCO 201,Analisis y Diseno de Algoritm,O1O,J,0900-1059,Vargas - Lomeli Miguel Angel,1CCO3/104,ICC
42753,ISCO 201,Analisis y Diseno de Algoritm,O1O,L,1000-1059,Vargas - Lomeli Miguel Angel,1CCO3/104,ICC
26508,ISCO 201,Analisis y Diseno de Algoritm,OO1,L,0900-0959,Regino - Medina Luis Filiberto,1CCO1/001,ICC
26508,ISCO 201,Analisis y Diseno de Algoritm,OO1,M,0900-1059,Regino - Medina Luis Filiberto,1CCO1/001,ICC
26508,ISCO 201,Analisis y Diseno de Algoritm,OO1,V,0900-1059,Regino - Medina Luis Filiberto,1CCO1/001,ICC
26535,ISCO 201,Analisis y Diseno de Algoritm,OO2,A,0900-1059,Marcial - Castillo Luis Rene,1CCO1/003,ICC
26535,ISCO 201,Analisis y Diseno de Algoritm,OO2,J,0900-1059,Marcial - Castillo Luis Rene,1CCO1/003,ICC
26535,ISCO 201,Analisis y Diseno de Algoritm,OO2,L,1000-1059,Marcial - Castillo Luis Rene,1CCO1/003,ICC
26540,ISCO 201,Analisis y Diseno de Algoritm,OO3,A,1300-1459,Ayaquica - Martinez Irene Olaya,1CCO1/003,ICC
26540,ISCO 201,Analisis y Diseno de Algoritm,OO3,J,1300-1459,Ayaquica - Martinez Irene Olaya,1CCO1/003,ICC
26540,ISCO 201,Analisis y Diseno de Algoritm,OO3,L,1400-1459,Ayaquica - Martinez Irene Olaya,1CCO1/003,ICC
26546,ISCO 201,Analisis y Diseno de Algoritm,OO4,A,1100-1259,Zacarias - Flores Fernando,1CCO1/003,ICC
26546,ISCO 201,Analisis y Diseno de Algoritm,OO4,J,1100-1259,Zacarias - Flores Fernando,1CCO1/003,ICC
26546,ISCO 201,Analisis y Diseno de Algoritm,OO4,L,1200-1259,Zacarias - Flores Fernando,1CCO1/003,ICC
26553,ISCO 201,Analisis y Diseno de Algoritm,OO5,A,1100-1259,Bello - Lopez Pedro,1CCO4/307,ICC
26553,ISCO 201,Analisis y Diseno de Algoritm,OO5,J,1100-1259,Bello - Lopez Pedro,1CCO4/401,ICC
26553,ISCO 201,Analisis y Diseno de Algoritm,OO5,L,1200-1259,Bello - Lopez Pedro,1CCO4/401,ICC
26558,ISCO 201,Analisis y Diseno de Algoritm,OO6,A,0700-0859,Toriz - Palacios Alfredo,1CCO1/005,ICC
26558,ISCO 201,Analisis y Diseno de Algoritm,OO6,J,0700-0859,Toriz - Palacios Alfredo,1CCO1/005,ICC
26558,ISCO 201,Analisis y Diseno de Algoritm,OO6,L,0800-0859,Toriz - Palacios Alfredo,1CCO1/005,ICC
26565,ISCO 201,Analisis y Diseno de Algoritm,OO7,L,1300-1359,Montalvo - Montalvo Nancy,1CCO4/103,ICC
26565,ISCO 201,Analisis y Diseno de Algoritm,OO7,M,1300-1459,Montalvo - Montalvo Nancy,1CCO4/103,ICC
26565,ISCO 201,Analisis y Diseno de Algoritm,OO7,V,1300-1459,Montalvo - Montalvo Nancy,1CCO4/103,ICC
26570,ISCO 201,Analisis y Diseno de Algoritm,OO8,A,0700-0859,Vilarino - Ayala Darnes,1CCO4/204,ICC
26570,ISCO 201,Analisis y Diseno de Algoritm,OO8,J,0700-0859,Vilarino - Ayala Darnes,1CCO3/101,ICC
26570,ISCO 201,Analisis y Diseno de Algoritm,OO8,L,0800-0859,Vilarino - Ayala Darnes,1CCO4/204,ICC
26574,ISCO 201,Analisis y Diseno de Algoritm,OO9,A,1700-1859,Altamirano - Robles Luis Carlos,1CCO4/304,ICC
26574,ISCO 201,Analisis y Diseno de Algoritm,OO9,J,1700-1859,Altamirano - Robles Luis Carlos,1CCO4/304,ICC
26574,ISCO 201,Analisis y Diseno de Algoritm,OO9,L,1800-1859,Altamirano - Robles Luis Carlos,1CCO4/304,ICC
25104,CCOS 609,Animacion por Computadora,OO1,A,0900-1059,Rivera - Martinez Marcela,1CCO3/114,ICC
25104,CCOS 609,Animacion por Computadora,OO1,J,0900-1059,Rivera - Martinez Marcela,1CCO1/002,ICC
25104,CCOS 609,Animacion por Computadora,OO1,L,1000-1059,Rivera - Martinez Marcela,1CCO3/114,ICC
25114,CCOS 609,Animacion por Computadora,OO2,L,1100-1159,Mendoza - Olguin Gustavo Emilio,1CCO4/307,ICC
25114,CCOS 609,Animacion por Computadora,OO2,M,1100-1259,Mendoza - Olguin Gustavo Emilio,1CCO4/204,ICC
25114,CCOS 609,Animacion por Computadora,OO2,V,1100-1259,Mendoza - Olguin Gustavo Emilio,1CCO4/307,ICC
25126,CCOS 609,Animacion por Computadora,OO3,A,1500-1659,Acosta - Ruiz Samantha,1CCO3/109,ICC
25126,CCOS 609,Animacion por Computadora,OO3,J,1500-1659,Acosta - Ruiz Samantha,1CCO1/001,ICC
25126,CCOS 609,Animacion por Computadora,OO3,L,1600-1659,Acosta - Ruiz Samantha,1CCO3/109,ICC
25245,CCOS 701,Aplicaciones Multimedia,OO1,A,1100-1259,Castillo - Avila Arlem Aleida,1CCO1/004,ICC
25245,CCOS 701,Aplicaciones Multimedia,OO1,J,1100-1259,Castillo - Avila Arlem Aleida,1CCO3/114,ICC
25245,CCOS 701,Aplicaciones Multimedia,OO1,L,1200-1259,Castillo - Avila Arlem Aleida,1CCO3/114,ICC
25182,CCOS 700,Aplicaciones Web,OO1,L,0900-0959,Castillo - Avila Arlem Aleida,1CCO2/208,ICC
25182,CCOS 700,Aplicaciones Web,OO1,M,0900-1059,Castillo - Avila Arlem Aleida,1CCO2/208,ICC
25182,CCOS 700,Aplicaciones Web,OO1,V,0900-1059,Castillo - Avila Arlem Aleida,1CCO2/208,ICC
25223,CCOS 700,Aplicaciones Web,OO2,A,1100-1259,Mendez - Sanchez Luis Yael,1CCO4/303,ICC
25223,CCOS 700,Aplicaciones Web,OO2,J,1100-1259,Mendez - Sanchez Luis Yael,1CCO4/307,ICC
25223,CCOS 700,Aplicaciones Web,OO2,L,1200-1259,Mendez - Sanchez Luis Yael,1CCO4/307,ICC
25236,CCOS 700,Aplicaciones Web,OO3,L,1700-1759,Bello - Lopez Pedro,1CCO4/308,ICC
25236,CCOS 700,Aplicaciones Web,OO3,M,1700-1859,Bello - Lopez Pedro,1CCO4/308,ICC
25236,CCOS 700,Aplicaciones Web,OO3,V,1700-1859,Bello - Lopez Pedro,1CCO1/001,ICC
26288,ISCC 201,Arquitectura de Computadoras,OO1,L,1100-1159,Sanchez - Galvez Maria Eugenia Narciza Sully,1CCO5/202,ICC
26288,ISCC 201,Arquitectura de Computadoras,OO1,M,1100-1259,Sanchez - Galvez Maria Eugenia Narciza Sully,1CCO5/202,ICC
26288,ISCC 201,Arquitectura de Computadoras,OO1,V,1100-1259,Sanchez - Galvez Maria Eugenia Narciza Sully,1CCO3/309,ICC
26304,ISCC 201,Arquitectura de Computadoras,OO2,A,1700-1859,Hurtado - Madrid Jose Miguel,1CCO1/003,ICC
26304,ISCC 201,Arquitectura de Computadoras,OO2,J,1700-1859,Hurtado - Madrid Jose Miguel,1CCO3/309,ICC
26304,ISCC 201,Arquitectura de Computadoras,OO2,L,1800-1859,Hurtado - Madrid Jose Miguel,1CCO1/003,ICC
26319,ISCC 201,Arquitectura de Computadoras,OO3,L,0900-0959,Rubin - Linares Gustavo Trinidad,1CCO1/005,ICC
26319,ISCC 201,Arquitectura de Computadoras,OO3,M,0900-1059,Rubin - Linares Gustavo Trinidad,1CCO1/005,ICC
26319,ISCC 201,Arquitectura de Computadoras,OO3,V,0900-1059,Rubin - Linares Gustavo Trinidad,1CCO3/309,ICC
26348,ISCC 201,Arquitectura de Computadoras,OO4,A,1300-1459,Hurtado - Madrid Jose Miguel,1CCO3/208,ICC
26348,ISCC 201,Arquitectura de Computadoras,OO4,J,1300-1459,Hurtado - Madrid Jose Miguel,1CCO4/402,ICC
26348,ISCC 201,Arquitectura de Computadoras,OO4,L,1400-1459,Hurtado - Madrid Jose Miguel,1CCO3/208,ICC
26359,ISCC 201,Arquitectura de Computadoras,OO5,L,1300-1359,Barrios - Gonzalez Erick,1CCO4/303,ICC
26359,ISCC 201,Arquitectura de Computadoras,OO5,M,1300-1459,Barrios - Gonzalez Erick,1CCO4/303,ICC
26359,ISCC 201,Arquitectura de Computadoras,OO5,V,1300-1459,Barrios - Gonzalez Erick,1CCO3/114,ICC
26401,ISCC 201,Arquitectura de Computadoras,OO6,A,1300-1459,Morales - Aguilar Luis Enrique,1CCO4/305,ICC
26401,ISCC 201,Arquitectura de Computadoras,OO6,J,1300-1459,Morales - Aguilar Luis Enrique,1CCO3/208,ICC
26401,ISCC 201,Arquitectura de Computadoras,OO6,L,1400-1459,Morales - Aguilar Luis Enrique,1CCO3/309,ICC
25841,ICCS 256,Bases de Datos para Ingenieria,OO1,L,1300-1359,Perez DE Celis - Herrero Maria DE LA Concepcion,1CCO1/004,ICC
25841,ICCS 256,Bases de Datos para Ingenieria,OO1,M,1300-1459,Perez DE Celis - Herrero Maria DE LA Concepcion,1CCO3/104,ICC
25841,ICCS 256,Bases de Datos para Ingenieria,OO1,V,1300-1459,Perez DE Celis - Herrero Maria DE LA Concepcion,1CCO1/004,ICC
25848,ICCS 256,Bases de Datos para Ingenieria,OO2,L,0900-0959,Beltran - Martinez Beatriz,1CCO2/207,ICC
25848,ICCS 256,Bases de Datos para Ingenieria,OO2,M,0900-1059,Beltran - Martinez Beatriz,1CCO2/207,ICC
25848,ICCS 256,Bases de Datos para Ingenieria,OO2,V,0900-1059,Beltran - Martinez Beatriz,1CCO3/104,ICC
25853,ICCS 256,Bases de Datos para Ingenieria,OO3,A,1700-1859,Rodriguez - Bernal Fernando,1CCO3/109,ICC
25853,ICCS 256,Bases de Datos para Ingenieria,OO3,J,1700-1859,Rodriguez - Bernal Fernando,1CCO1/001,ICC
25853,ICCS 256,Bases de Datos para Ingenieria,OO3,L,1800-1859,Rodriguez - Bernal Fernando,1CCO1/001,ICC
25858,ICCS 256,Bases de Datos para Ingenieria,OO4,L,0700-0759,Moyao - Martinez Yolanda,1CCO1/003,ICC
25858,ICCS 256,Bases de Datos para Ingenieria,OO4,M,0700-0859,Moyao - Martinez Yolanda,1CCO2/207,ICC
25858,ICCS 256,Bases de Datos para Ingenieria,OO4,V,0700-0859,Moyao - Martinez Yolanda,1CCO1/003,ICC
25864,ICCS 256,Bases de Datos para Ingenieria,OO5,L,1500-1559,Contreras - Gonzalez Meliza,1CCO1/001,ICC
25864,ICCS 256,Bases de Datos para Ingenieria,OO5,M,1500-1659,Contreras - Gonzalez Meliza,1CCO1/001,ICC
25864,ICCS 256,Bases de Datos para Ingenieria,OO5,V,1500-1659,Contreras - Gonzalez Meliza,1CCO2/207,ICC
25867,ICCS 256,Bases de Datos para Ingenieria,OO6,A,1100-1259,Ambrosio - Vazquez Alma Delia,1CCO3/109,ICC
25867,ICCS 256,Bases de Datos para Ingenieria,OO6,J,1100-1259,Ambrosio - Vazquez Alma Delia,1CCO4/306,ICC
25867,ICCS 256,Bases de Datos para Ingenieria,OO6,L,1200-1259,Ambrosio - Vazquez Alma Delia,1CCO2/207,ICC
25524,ICCS 007,Circuitos Electricos,OO1,L,0700-0759,Mejia - Palafox Juan,1CCO5/202,ICC
25524,ICCS 007,Circuitos Electricos,OO1,M,0700-0859,Mejia - Palafox Juan,1CCO3/309,ICC
25524,ICCS 007,Circuitos Electricos,OO1,V,0700-0859,Mejia - Palafox Juan,1CCO5/202,ICC
25527,ICCS 007,Circuitos Electricos,OO2,L,0900-0959,Chavira - Martinez Elsa,1CCO5/202,ICC
25527,ICCS 007,Circuitos Electricos,OO2,M,0900-1059,Chavira - Martinez Elsa,1CCO3/309,ICC
25527,ICCS 007,Circuitos Electricos,OO2,V,0900-1059,Chavira - Martinez Elsa,1CCO5/202,ICC
25531,ICCS 007,Circuitos Electricos,OO4,A,0900-1059,Rodriguez - Pedroza Berenice,1CCO3/309,ICC
25531,ICCS 007,Circuitos Electricos,OO4,J,0900-1059,Rodriguez - Pedroza Berenice,1CCO5/201,ICC
25531,ICCS 007,Circuitos Electricos,OO4,L,1000-1059,Rodriguez - Pedroza Berenice,1CCO3/309,ICC
25535,ICCS 007,Circuitos Electricos,OO5,L,1700-1759,Hurtado - Madrid Jose Miguel,1CCO4/402,ICC
25535,ICCS 007,Circuitos Electricos,OO5,M,1700-1859,Hurtado - Madrid Jose Miguel,1CCO3/309,ICC
25535,ICCS 007,Circuitos Electricos,OO5,V,1700-1859,Hurtado - Madrid Jose Miguel,1CCO4/402,ICC
25543,ICCS 007,Circuitos Electricos,OO6,A,1500-1659,Camacho - Tellez Hugo,1CCO5/201,ICC
25543,ICCS 007,Circuitos Electricos,OO6,J,1500-1659,Camacho - Tellez Hugo,1CCO3/309,ICC
25543,ICCS 007,Circuitos Electricos,OO6,L,1600-1659,Camacho - Tellez Hugo,1CCO5/201,ICC
25546,ICCS 007,Circuitos Electricos,OO7,L,1900-1959,Morales - Aguilar Luis Enrique,1CCO3/310,ICC
25546,ICCS 007,Circuitos Electricos,OO7,M,1900-2059,Morales - Aguilar Luis Enrique,1CCO3/310,ICC
25546,ICCS 007,Circuitos Electricos,OO7,V,1900-2059,Morales - Aguilar Luis Enrique,1CCO1/001,ICC
25552,ICCS 250,Circuitos Electronicos,OO1,A,1100-1259,Rubin - Linares Gustavo Trinidad,1CCO3/309,ICC
25552,ICCS 250,Circuitos Electronicos,OO1,J,1100-1259,Rubin - Linares Gustavo Trinidad,1CCO1/001,ICC
25552,ICCS 250,Circuitos Electronicos,OO1,L,1200-1259,Rubin - Linares Gustavo Trinidad,1CCO1/001,ICC
25558,ICCS 250,Circuitos Electronicos,OO2,L,1500-1559,Camacho - Tellez Hugo,1CCO5/201,ICC
25558,ICCS 250,Circuitos Electronicos,OO2,M,1500-1659,Camacho - Tellez Hugo,1CCO3/309,ICC
25558,ICCS 250,Circuitos Electronicos,OO2,V,1500-1659,Camacho - Tellez Hugo,1CCO5/201,ICC
25564,ICCS 250,Circuitos Electronicos,OO3,L,0900-0959,Rodriguez - Pedroza Berenice,1CCO3/208,ICC
25564,ICCS 250,Circuitos Electronicos,OO3,M,0900-1059,Rodriguez - Pedroza Berenice,1CCO3/208,ICC
25564,ICCS 250,Circuitos Electronicos,OO3,V,0900-1059,Rodriguez - Pedroza Berenice,1CCO3/208,ICC
25567,ICCS 250,Circuitos Electronicos,OO4,L,1100-1159,Lopez - Munoz Mauro Alberto,1CCO3/208,ICC
25567,ICCS 250,Circuitos Electronicos,OO4,M,1100-1259,Lopez - Munoz Mauro Alberto,1CCO3/208,ICC
25567,ICCS 250,Circuitos Electronicos,OO4,V,1100-1259,Lopez - Munoz Mauro Alberto,1CCO3/208,ICC
25570,ICCS 250,Circuitos Electronicos,OO5,A,1700-1859,Cortez - . Ernest,1CCO3/208,ICC
25570,ICCS 250,Circuitos Electronicos,OO5,J,1700-1859,Cortez - . Ernest,1CCO3/208,ICC
25570,ICCS 250,Circuitos Electronicos,OO5,L,1800-1859,Cortez - . Ernest,1CCO3/208,ICC
25574,ICCS 250,Circuitos Electronicos,OO6,A,0900-1059,Rubin - Linares Gustavo Trinidad,1CCO5/202,ICC
25574,ICCS 250,Circuitos Electronicos,OO6,J,0900-1059,Rubin - Linares Gustavo Trinidad,1CCO3/208,ICC
25574,ICCS 250,Circuitos Electronicos,OO6,L,1000-1059,Rubin - Linares Gustavo Trinidad,1CCO5/203,ICC
26068,ICCS 258,Desarrollo de Aplicaciones Web,OO1,L,0700-0759,Toriz - Palacios Alfredo,1CCO4/102,ICC
26068,ICCS 258,Desarrollo de Aplicaciones Web,OO1,M,0700-0859,Toriz - Palacios Alfredo,1CCO4/102,ICC
26068,ICCS 258,Desarrollo de Aplicaciones Web,OO1,V,0700-0859,Toriz - Palacios Alfredo,1CCO3/101,ICC
26074,ICCS 258,Desarrollo de Aplicaciones Web,OO2,L,1700-1759,Lopez - Poblano Gilberto,1CCO4/103,ICC
26074,ICCS 258,Desarrollo de Aplicaciones Web,OO2,M,1700-1859,Lopez - Poblano Gilberto,1CCO4/403,ICC
26074,ICCS 258,Desarrollo de Aplicaciones Web,OO2,V,1700-1859,Lopez - Poblano Gilberto,1CCO4/103,ICC
26076,ICCS 258,Desarrollo de Aplicaciones Web,OO3,A,1500-1659,Lopez - Poblano Gilberto,1CCO1/002,ICC
26076,ICCS 258,Desarrollo de Aplicaciones Web,OO3,J,1500-1659,Lopez - Poblano Gilberto,1CCO4/403,ICC
26076,ICCS 258,Desarrollo de Aplicaciones Web,OO3,L,1600-1659,Lopez - Poblano Gilberto,1CCO4/403,ICC
26083,ICCS 258,Desarrollo de Aplicaciones Web,OO4,L,0900-0959,Mendez - Sanchez Luis Yael,1CCO3/104,ICC
26083,ICCS 258,Desarrollo de Aplicaciones Web,OO4,M,0900-1059,Mendez - Sanchez Luis Yael,1CCO3/104,ICC
26083,ICCS 258,Desarrollo de Aplicaciones Web,OO4,V,0900-1059,Mendez - Sanchez Luis Yael,1CCO3/101,ICC
26087,ICCS 258,Desarrollo de Aplicaciones Web,OO5,A,0900-1059,Toriz - Palacios Alfredo,1CCO4/306,ICC
26087,ICCS 258,Desarrollo de Aplicaciones Web,OO5,J,0900-1059,Toriz - Palacios Alfredo,1CCO4/104,ICC
26087,ICCS 258,Desarrollo de Aplicaciones Web,OO5,L,1000-1059,Toriz - Palacios Alfredo,1CCO4/104,ICC
26093,ICCS 258,Desarrollo de Aplicaciones Web,OO6,L,1100-1159,Conde - Ramirez Juan Carlos,1CCO1/001,ICC
26093,ICCS 258,Desarrollo de Aplicaciones Web,OO6,M,1100-1259,Conde - Ramirez Juan Carlos,1CCO4/307,ICC
26093,ICCS 258,Desarrollo de Aplicaciones Web,OO6,V,1100-1259,Conde - Ramirez Juan Carlos,1CCO4/204,ICC
25669,ICCS 253,Diseno Digital,OO1,A,0700-0859,Sanchez - Galvez Maria Eugenia Narciza Sully,1CCO1/003,ICC
25669,ICCS 253,Diseno Digital,OO1,J,0700-0859,Sanchez - Galvez Maria Eugenia Narciza Sully,1CCO3/309,ICC
25669,ICCS 253,Diseno Digital,OO1,L,0800-0859,Sanchez - Galvez Maria Eugenia Narciza Sully,1CCO1/003,ICC
25680,ICCS 253,Diseno Digital,OO2,A,1500-1659,Cortez - . Ernest,1CCO3/309,ICC
25680,ICCS 253,Diseno Digital,OO2,J,1500-1659,Cortez - . Ernest,1CCO1/002,ICC
25680,ICCS 253,Diseno Digital,OO2,L,1600-1659,Cortez - . Ernest,1CCO1/002,ICC
25743,ICCS 253,Diseno Digital,OO3,A,0900-1059,Mantilla - Narvaez Lilia,1CCO1/004,ICC
25743,ICCS 253,Diseno Digital,OO3,J,0900-1059,Mantilla - Narvaez Lilia,1CCO3/309,ICC
25743,ICCS 253,Diseno Digital,OO3,L,1000-1059,Mantilla - Narvaez Lilia,1CCO1/004,ICC
25748,ICCS 253,Diseno Digital,OO4,A,1300-1459,Lopez - Munoz Mauro Alberto,1CCO1/004,ICC
25748,ICCS 253,Diseno Digital,OO4,J,1300-1459,Lopez - Munoz Mauro Alberto,1CCO3/309,ICC
25748,ICCS 253,Diseno Digital,OO4,L,1400-1459,Lopez - Munoz Mauro Alberto,1CCO1/004,ICC
25752,ICCS 253,Diseno Digital,OO5,L,1300-1359,Mantilla - Narvaez Lilia,1CCO1/002,ICC
25752,ICCS 253,Diseno Digital,OO5,M,1300-1459,Mantilla - Narvaez Lilia,1CCO1/002,ICC
25752,ICCS 253,Diseno Digital,OO5,V,1300-1459,Mantilla - Narvaez Lilia,1CCO3/309,ICC
25755,ICCS 253,Diseno Digital,OO6,A,1100-1259,Chavira - Martinez Elsa,1CCO4/103,ICC
25755,ICCS 253,Diseno Digital,OO6,J,1100-1259,Chavira - Martinez Elsa,1CCO3/310,ICC
25755,ICCS 253,Diseno Digital,OO6,L,1200-1259,Chavira - Martinez Elsa,1CCO4/103,ICC
26206,ISCC 200,Dllo. de Aplicaciones Moviles,OO1,L,1100-1159,Mendez - Sanchez Luis Yael,1CCO3/109,ICC
26206,ISCC 200,Dllo. de Aplicaciones Moviles,OO1,M,1100-1259,Mendez - Sanchez Luis Yael,1CCO3/109,ICC
26206,ISCC 200,Dllo. de Aplicaciones Moviles,OO1,V,1100-1259,Mendez - Sanchez Luis Yael,1CCO4/308,ICC
26214,ISCC 200,Dllo. de Aplicaciones Moviles,OO2,L,1300-1359,Sanchez - Lopez Abraham,1CCO4/102,ICC
26214,ISCC 200,Dllo. de Aplicaciones Moviles,OO2,M,1300-1459,Sanchez - Lopez Abraham,1CCO4/102,ICC
26214,ISCC 200,Dllo. de Aplicaciones Moviles,OO2,V,1300-1459,Sanchez - Lopez Abraham,1CCO4/404,ICC
26227,ISCC 200,Dllo. de Aplicaciones Moviles,OO3,L,1500-1559,Mendez - Sanchez Luis Yael,1CCO4/305,ICC
26227,ISCC 200,Dllo. de Aplicaciones Moviles,OO3,M,1500-1659,Mendez - Sanchez Luis Yael,1CCO4/303,ICC
26227,ISCC 200,Dllo. de Aplicaciones Moviles,OO3,V,1500-1659,Mendez - Sanchez Luis Yael,1CCO3/101,ICC
26248,ISCC 200,Dllo. de Aplicaciones Moviles,OO4,A,1500-1659,Vargas - Lomeli Miguel Angel,1CCO4/308,ICC
26248,ISCC 200,Dllo. de Aplicaciones Moviles,OO4,J,1500-1659,Vargas - Lomeli Miguel Angel,1CCO4/304,ICC
26248,ISCC 200,Dllo. de Aplicaciones Moviles,OO4,L,1600-1659,Vargas - Lomeli Miguel Angel,1CCO4/304,ICC
26267,ISCC 200,Dllo. de Aplicaciones Moviles,OO5,L,0900-0959,Toriz - Palacios Alfredo,1CCO4/203,ICC
26267,ISCC 200,Dllo. de Aplicaciones Moviles,OO5,M,0900-1059,Toriz - Palacios Alfredo,1CCO4/403,ICC
26267,ISCC 200,Dllo. de Aplicaciones Moviles,OO5,V,0900-1059,Toriz - Palacios Alfredo,1CCO4/204,ICC
25497,ICCS 006,Ecuaciones Diferenciales,OO2,A,0700-0859,Reyes - Garces LUZ DEL Carmen,1CCO4/305,ICC
25497,ICCS 006,Ecuaciones Diferenciales,OO2,J,0700-0859,Reyes - Garces LUZ DEL Carmen,1CCO4/305,ICC
25497,ICCS 006,Ecuaciones Diferenciales,OO2,L,0800-0859,Reyes - Garces LUZ DEL Carmen,1CCO4/305,ICC
25503,ICCS 006,Ecuaciones Diferenciales,OO4,L,1300-1359,Hernandez - Hernandez Maria DEL Rosario,1CCO5/202,ICC
25503,ICCS 006,Ecuaciones Diferenciales,OO4,M,1300-1459,Hernandez - Hernandez Maria DEL Rosario,1CCO5/202,ICC
25503,ICCS 006,Ecuaciones Diferenciales,OO4,V,1300-1459,Hernandez - Hernandez Maria DEL Rosario,1CCO5/202,ICC
25513,ICCS 006,Ecuaciones Diferenciales,OO5,A,1100-1259,Robles - Mendoza Francisco Javier,1CCO5/203,ICC
25513,ICCS 006,Ecuaciones Diferenciales,OO5,J,1100-1259,Robles - Mendoza Francisco Javier,1CCO5/203,ICC
25513,ICCS 006,Ecuaciones Diferenciales,OO5,L,1200-1259,Robles - Mendoza Francisco Javier,1CCO5/203,ICC
25520,ICCS 006,Ecuaciones Diferenciales,OO7,L,0900-0959,Reyes - Garces LUZ DEL Carmen,1CCO4/304,ICC
25520,ICCS 006,Ecuaciones Diferenciales,OO7,M,0900-1059,Reyes - Garces LUZ DEL Carmen,1CCO4/304,ICC
25520,ICCS 006,Ecuaciones Diferenciales,OO7,V,0900-1059,Reyes - Garces LUZ DEL Carmen,1CCO4/401,ICC
25627,CCOS 013,Estructuras de Datos,O11,L,1100-1159,Rossainz - Lopez Mario,1CCO4/404,ICC
25627,CCOS 013,Estructuras de Datos,O11,M,1100-1259,Rossainz - Lopez Mario,1CCO4/404,ICC
25627,CCOS 013,Estructuras de Datos,O11,V,1100-1259,Rossainz - Lopez Mario,1CCO4/301,ICC
25561,CCOS 013,Estructuras de Datos,OO2,L,0700-0759,Vera - Cervantes Eugenia Erica,1CCO1/001,ICC
