nrc,clave,materia,seccion,dias,hora,profesor,salon,programa
25182,CCOS 700,Aplicaciones Web,OO1,L,0900-0959,Castillo - Avila Arlem Aleida,1CCO2/208,LCC
25182,CCOS 700,Aplicaciones Web,OO1,M,0900-1059,Castillo - Avila Arlem Aleida,1CCO2/208,LCC
25182,CCOS 700,Aplicaciones Web,OO1,V,0900-1059,Castillo - Avila Arlem Aleida,1CCO2/208,LCC
25223,CCOS 700,Aplicaciones Web,OO2,A,1100-1259,Mendez - Sanchez Luis Yael,1CCO4/303,LCC
25223,CCOS 700,Aplicaciones Web,OO2,J,1100-1259,Mendez - Sanchez Luis Yael,1CCO4/307,LCC
25223,CCOS 700,Aplicaciones Web,OO2,L,1200-1259,Mendez - Sanchez Luis Yael,1CCO4/307,LCC
25236,CCOS 700,Aplicaciones Web,OO3,L,1700-1759,Bello - Lopez Pedro,1CCO4/308,LCC
25236,CCOS 700,Aplicaciones Web,OO3,M,1 700-1859,Bello - Lopez Pedro,1CCO4/308,LCC
25236,CCOS 700,Aplicaciones Web,OO3,V,1700-1859,Bello - Lopez Pedro,1CCO1/001,LCC
26050,CCOS 259,Arqu. Funcional de Computadora,OO1,L,1300-1359,Hernandez - Ameca Jose Luis,1CCO3/101,LCC
26050,CCOS 259,Arqu. Funcional de Computadora,OO1,M,1300-1459,Hernandez - Ameca Jose Luis,1CCO3/310,LCC
26050,CCOS 259,Arqu. Funcional de Computadora,OO1,V,1300-1459,Hernandez - Ameca Jose Luis,1CCO3/310,LCC
26062,CCOS 259,Arqu. Funcional de Computadora,OO2,A,0700-0859,Mejia - Palafox Juan,1CCO3/208,LCC
26062,CCOS 259,Arqu. Funcional de Computadora,OO2,J,0700-0859,Mejia - Palafox Juan,1CCO4/101,LCC
26062,CCOS 259,Arqu. Funcional de Computadora,OO2,L,0800-0859,Mejia - Palafox Juan,1CCO3/208,LCC
26067,CCOS 259,Arqu. Funcional de Computadora,OO3,L,1300-1359,Trinidad - Garcia Gregorio,1CCO4/202,LCC
26067,CCOS 259,Arqu. Funcional de Computadora,OO3,M,1300-1459,Trinidad - Garcia Gregorio,1CCO3/208,LCC
26067,CCOS 259,Arqu. Funcional de Computadora,OO3,V,1300-1459,Trinidad - Garcia Gregorio,1CCO4/202,LCC
26257,CCOS 262,Bases de Datos,OO1,L,1100-1159,Torrijos - Munoz Maria Teresa,1CCO2/207,LCC
26257,CCOS 262,Bases de Datos,OO1,M,1100-1259,Torrijos - Munoz Maria Teresa,1CCO2/207,LCC
26257,CCOS 262,Bases de Datos,OO1,V,1100-1259,Torrijos - Munoz Maria Teresa,1CCO2/207,LCC
26275,CCOS 262,Bases de Datos,OO2,L,1500-1559,Elvira - Enriquez Roberto,1CCO2/207,LCC
26275,CCOS 262,Bases de Datos,OO2,M,1500-1659,Elvira - Enriquez Roberto,1CCO2/207,LCC
26275,CCOS 262,Bases de Datos,OO2,V,1500-1659,Elvira - Enriquez Roberto,1CCO4/101,LCC
26355,CCOS 602,Bases de Datos Avanzadas,OO1,A,0900-1059,Moyao - Martinez Yolanda,1CCO2/207,LCC
26355,CCOS 602,Bases de Datos Avanzadas,OO1,J,0900-1059,Moyao - Martinez Yolanda,1CCO1/004,LCC
26355,CCOS 602,Bases de Datos Avanzadas,OO1,L,1000-1059,Moyao - Martinez Yolanda,1CCO2/207,LCC
23473,CCOS 011,Circuitos Electricos,OO1,L,1700-1759,Morales - Aguilar Luis Enrique,1CCO3/309,LCC
23473,CCOS 011,Circuitos Electricos,OO1,M,1700-1859,Morales - Aguilar Luis Enrique,1CCO1/003,LCC
23473,CCOS 011,Circuitos Electricos,OO1,V,1700-1859,Morales - Aguilar Luis Enrique,1CCO3/309,LCC
25433,CCOS 011,Circuitos Electricos,OO3,L,0700-0759,Rodriguez - Pedroza Berenice,1CCO3/310,LCC
25433,CCOS 011,Circuitos Electricos,OO3,M,0700-0859,Rodriguez - Pedroza Berenice,1CCO3/310,LCC
25433,CCOS 011,Circuitos Electricos,OO3,V,0700-0859,Rodriguez - Pedroza Berenice,1CCO4/102,LCC
40272,CCOS 011,Circuitos Electricos,OO4,A,1500-1659,Camacho - Tellez Hugo,1CCO5/201,LCC
40272,CCOS 011,Circuitos Electricos,OO4,J,1500-1659,Camacho - Tellez Hugo,1CCO3/309,LCC
40272,CCOS 011,Circuitos Electricos,OO4,L,1600-1659,Camacho - Tellez Hugo,1CCO5/201,LCC
25665,CCOS 250,Circuitos Logicos,OO1,A,0900-1059,Trinidad - Garcia Gregorio,1CCO3/310,LCC
25665,CCOS 250,Circuitos Logicos,OO1,J,0900-1059,Trinidad - Garcia Gregorio,1CCO3/310,LCC
25665,CCOS 250,Circuitos Logicos,OO1,L,1000-1059,Trinidad - Garcia Gregorio,1CCO4/101,LCC
25676,CCOS 250,Circuitos Logicos,OO2,A,1700-1859,Morales - Aguilar Luis Enrique,1CCO3/309,LCC
25676,CCOS 250,Circuitos Logicos,OO2,J,1700-1859,Morales - Aguilar Luis Enrique,1CCO4/102,LCC
25676,CCOS 250,Circuitos Logicos,OO2,L,1800-1859,Morales - Aguilar Luis Enrique,1CCO4/102,LCC
25176,CCOS 616,Compiladores,OO1,A,1700-1859,Soriano - Rosas Jose Isabel,1CCO1/001,LCC
25176,CCOS 616,Compiladores,OO1,J,1700-1859,Soriano - Rosas Jose Isabel,1CCO4/308,LCC
25176,CCOS 616,Compiladores,OO1,L,1800-1859,Soriano - Rosas Jose Isabel,1CCO4/308,LCC
26006,CCOS 257,Computabilidad,OO1,A,1300-1459,Zacarias - Flores Fernando,1CCO4/101,LCC
26006,CCOS 257,Computabilidad,OO1,J,1300-1459,Zacarias - Flores Fernando,1CCO3/114,LCC
26006,CCOS 257,Computabilidad,OO1,L,1400-1459,Zacarias - Flores Fernando,1CCO4/101,LCC
26017,CCOS 257,Computabilidad,OO2,L,1100-1159,Bautista - Ramos Cesar,1CCO4/403,LCC
26017,CCOS 257,Computabilidad,OO2,M,1100-1259,Bautista - Ramos Cesar,1CCO4/403,LCC
26017,CCOS 257,Computabilidad,OO2,V,1100-1259,Bautista - Ramos Cesar,1CCO4/101,LCC
26364,CCOS 604,Criptografia,OO1,L,0900-0959,Leon - Chavez Miguel Angel,1CCO3/310,LCC
26364,CCOS 604,Criptografia,OO1,M,0900-1059,Leon - Chavez Miguel Angel,1CCO3/310,LCC
26364,CCOS 604,Criptografia,OO1,V,0900-1059,Leon - Chavez Miguel Angel,1CCO1/003,LCC
25627,CCOS 013,Estructuras de Datos,O11,L,1100-1159,Rossainz - Lopez Mario,1CCO4/404,LCC
25627,CCOS 013,Estructuras de Datos,O11,M,1100-1259,Rossainz - Lopez Mario,1CCO4/404,LCC
25627,CCOS 013,Estructuras de Datos,O11,V,1100-1259,Rossainz - Lopez Mario,1CCO4/301,LCC
25561,CCOS 013,Estructuras de Datos,OO2,L,0700-0759,Vera - Cervantes Eugenia Erica,1CCO1/001,LCC
25561,CCOS 013,Estructuras de Datos,OO2,M,0700-0859,Vera - Cervantes Eugenia Erica,1CCO1/001,LCC
25561,CCOS 013,Estructuras de Datos,OO2,V,0700-0859,Vera - Cervantes Eugenia Erica,1CCO4/403,LCC
25565,CCOS 013,Estructuras de Datos,OO3,A,0900-1059,Santiago - Diaz Maria DEL Carmen,1CCO1/002,LCC
25565,CCOS 013,Estructuras de Datos,OO3,J,0900-1059,Santiago - Diaz Maria DEL Carmen,1CCO3/109,LCC
25565,CCOS 013,Estructuras de Datos,OO3,L,1000-1059,Santiago - Diaz Maria DEL Carmen,1CCO1/002,LCC
25588,CCOS 013,Estructuras de Datos,OO5,A,1300-1459,Valdes - Amaro Daniel Alejandro,1CCO1/001,LCC
25588,CCOS 013,Estructuras de Datos,OO5,J,1300-1459,Valdes - Amaro Daniel Alejandro,1CCO3/109,LCC
25588,CCOS 013,Estructuras de Datos,OO5,L,1400-1459,Valdes - Amaro Daniel Alejandro,1CCO1/001,LCC
25600,CCOS 013,Estructuras de Datos,OO7,L,1500-1559,Altamirano - Robles Luis Carlos,1CCO4/402,LCC
25600,CCOS 013,Estructuras de Datos,OO7,M,1500-1659,Altamirano - Robles Luis Carlos,1CCO4/402,LCC
25600,CCOS 013,Estructuras de Datos,OO7,V,1500-1659,Altamirano - Robles Luis Carlos,1CCO3/109,LCC
25604,CCOS 013,Estructuras de Datos,OO8,A,0900-1059,Bello - Lopez Pedro,1CCO4/403,LCC
25604,CCOS 013,Estructuras de Datos,OO8,J,0900-1059,Bello - Lopez Pedro,1CCO4/102,LCC
25604,CCOS 013,Estructuras de Datos,OO8,L,1000-1059,Bello - Lopez Pedro,1CCO4/401,LCC
25939,CCOS 255,Fund. de Lenguaje de Programac,OO1,A,0900-1059,Castillo - Avila Arlem Aleida,1CCO5/201,LCC
25939,CCOS 255,Fund. de Lenguaje de Programac,OO1,J,0900-1059,Castillo - Avila Arlem Aleida,1CCO3/101,LCC
25939,CCOS 255,Fund. de Lenguaje de Programac,OO1,L,1000-1059,Castillo - Avila Arlem Aleida,1CCO5/201,LCC
25974,CCOS 255,Fund. de Lenguaje de Programac,OO2,L,1300-1359,Zacarias - Flores Fernando,1CCO4/308,LCC
25974,CCOS 255,Fund. de Lenguaje de Programac,OO2,M,1300-1459,Zacarias - Flores Fernando,1CCO4/308,LCC
25974,CCOS 255,Fund. de Lenguaje de Programac,OO2,V,1300-1459,Zacarias - Flores Fernando,1CCO4/203,LCC
26226,CCOS 261,Graficacion,O1O,A,1500-1659,Altamirano - Robles Luis Carlos,1CCO2/208,LCC
26226,CCOS 261,Graficacion,O1O,J,1500-1659,Altamirano - Robles Luis Carlos,1CCO4/402,LCC
26226,CCOS 261,Graficacion,O1O,L,1600-1659,Altamirano - Robles Luis Carlos,1CCO2/208,LCC
26137,CCOS 261,Graficacion,OO2,L,1300-1359,Valdes - Amaro Daniel Alejandro,1CCO5/201,LCC
26137,CCOS 261,Graficacion,OO2,M,1300-1459,Valdes - Amaro Daniel Alejandro,1CCO3/101,LCC
26137,CCOS 261,Graficacion,OO2,V,1300-1459,Valdes - Amaro Daniel Alejandro,1CCO5/201,LCC
26142,CCOS 261,Graficacion,OO3,A,1100-1259,Orato - Ramirez Jose Martin,1CCO5/201,LCC
26142,CCOS 261,Graficacion,OO3,J,1100-1259,Orato - Ramirez Jose Martin,1CCO3/104,LCC
26142,CCOS 261,Graficacion,OO3,L,1200-1259,Orato - Ramirez Jose Martin,1CCO5/201,LCC
26159,CCOS 261,Graficacion,OO4,A,1500-1659,Valdes - Amaro Daniel Alejandro,1CCO4/305,LCC
26159,CCOS 261,Graficacion,OO4,J,1500-1659,Valdes - Amaro Daniel Alejandro,1CCO3/104,LCC
26159,CCOS 261,Graficacion,OO4,L,1600-1659,Valdes - Amaro Daniel Alejandro,1CCO4/305,LCC
26183,CCOS 261,Graficacion,OO6,L,1500-1559,Ayaquica - Martinez Irene Olaya,1CCO3/104,LCC
26183,CCOS 261,Graficacion,OO6,M,1500-1659,Ayaquica - Martinez Irene Olaya,1CCO3/104,LCC
26183,CCOS 261,Graficacion,OO6,V,1500-1659,Ayaquica - Martinez Irene Olaya,1CCO4/201,LCC
26199,CCOS 261,Graficacion,OO7,L,1700-1759,Salazar - Martinez Hilario,1CCO3/109,LCC
26199,CCOS 261,Graficacion,OO7,M,1700-1859,Salazar - Martinez Hilario,1CCO3/109,LCC
26199,CCOS 261,Graficacion,OO7,V,1700-1859,Salazar - Martinez Hilario,1CCO4/203,LCC
26492,ISCO 200,Ingenieria de Software,OO1,A,0700-0859,DE LA Rosa - Flores Rafael,1CCO1/001,LCC
26492,ISCO 200,Ingenieria de Software,OO1,J,0700-0859,DE LA Rosa - Flores Rafael,1CCO1/001,LCC
26492,ISCO 200,Ingenieria de Software,OO1,L,0800-0859,DE LA Rosa - Flores Rafael,1CCO1/001,LCC
26497,ISCO 200,Ingenieria de Software,OO2,A,0900-1059,Martinez - Miron Erika Annabel,1CCO1/001,LCC
26497,ISCO 200,Ingenieria de Software,OO2,J,0900-1059,Martinez - Miron Erika Annabel,1CCO1/001,LCC
26497,ISCO 200,Ingenieria de Software,OO2,L,1000-1059,Martinez - Miron Erika Annabel,1CCO1/001,LCC
26502,ISCO 200,Ingenieria de Software,OO3,L,1300-1359,Sanchez - Roman Guillermina,1CCO5/203,LCC
26502,ISCO 200,Ingenieria de Software,OO3,M,1300-1459,Sanchez - Roman Guillermina,1CCO5/203,LCC
26502,ISCO 200,Ingenieria de Software,OO3,V,1300-1459,Sanchez - Roman Guillermina,1CCO5/203,LCC
26511,ISCO 200,Ingenieria de Software,OO4,A,1500-1659,Rodriguez - Bernal Fernando,1CCO5/203,LCC
26511,ISCO 200,Ingenieria de Software,OO4,J,1500-1659,Rodriguez - Bernal Fernando,1CCO5/203,LCC
26511,ISCO 200,Ingenieria de Software,OO4,L,1600-1659,Rodriguez - Bernal Fernando,1CCO5/203,LCC
26516,ISCO 200,Ingenieria de Software,OO5,L,1300-1359,Rosales - Lopez Karina,1CCO1/001,LCC
26516,ISCO 200,Ingenieria de Software,OO5,M,1300-1459,Rosales - Lopez Karina,1CCO1/005,LCC
26516,ISCO 200,Ingenieria de Software,OO5,V,1300-1459,Rosales - Lopez Karina,1CCO2/208,LCC
26522,ISCO 200,Ingenieria de Software,OO6,A,1900-2059,Rodriguez - Bernal Fernando,1CCO4/101,LCC
26522,ISCO 200,Ingenieria de Software,OO6,J,1900-2059,Rodriguez - Bernal Fernando,1CCO4/101,LCC
26522,ISCO 200,Ingenieria de Software,OO6,L,2000-2059,Rodriguez - Bernal Fernando,1CCO4/101,LCC
26527,ISCO 200,Ingenieria de Software,OO7,L,0900-0959,Martinez - Miron Erika Annabel,1CCO4/303,LCC
26527,ISCO 200,Ingenieria de Software,OO7,M,0900-1059,Martinez - Miron Erika Annabel,1CCO4/303,LCC
26527,ISCO 200,Ingenieria de Software,OO7,V,0900-1059,Martinez - Miron Erika Annabel,1CCO4/303,LCC
26337,CCOS 601,Ingenieria de Software Avanzad,OO1,A,1500-1659,Roman - Flores Alberto,1CCO5/202,LCC
26337,CCOS 601,Ingenieria de Software Avanzad,OO1,J,1500-1659,Roman - Flores Alberto,1CCO2/208,LCC
26337,CCOS 601,Ingenieria de Software Avanzad,OO1,L,1600-1659,Roman - Flores Alberto,1CCO3/101,LCC
26027,CCOS 258,Inteligencia Artificial,OO1,L,0700-0759,Fuentes - Orozco Pablo,1CCO4/307,LCC
26027,CCOS 258,Inteligencia Artificial,OO1,M,0700-0859,Fuentes - Orozco Pablo,1CCO4/307,LCC
26027,CCOS 258,Inteligencia Artificial,OO1,V,0700-0859,Fuentes - Orozco Pablo,1CCO1/001,LCC
26038,CCOS 258,Inteligencia Artificial,OO2,A,1300-1459,Bernabe - Loranca Maria Beatriz,1CCO4/404,LCC
26038,CCOS 258,Inteligencia Artificial,OO2,J,1300-1459,Bernabe - Loranca Maria Beatriz,1CCO4/103,LCC
26038,CCOS 258,Inteligencia Artificial,OO2,L,1400-1459,Bernabe - Loranca Maria Beatriz,1CCO4/404,LCC
26377,CCOS 607,Interaccion Humano Computadora,OO1,L,0900-0959,Rivera - Martinez Marcela,1CCO4/103,LCC
26377,CCOS 607,Interaccion Humano Computadora,OO1,M,0900-1059,Rivera - Martinez Marcela,1CCO3/114,LCC
26377,CCOS 607,Interaccion Humano Computadora,OO1,V,0900-1059,Rivera - Martinez Marcela,1CCO1/004,LCC
26384,CCOS 607,Interaccion Humano Computadora,OO2,A,1100-1259,Archundia - Sierra Etelvina,1CCO1/005,LCC
26384,CCOS 607,Interaccion Humano Computadora,OO2,J,1100-1259,Archundia - Sierra Etelvina,1CCO3/109,LCC
26384,CCOS 607,Interaccion Humano Computadora,OO2,L,1200-1259,Archundia - Sierra Etelvina,1CCO1/005,LCC
25054,CCOS 607,Interaccion Humano Computadora,OO3,L,1700-1759,Ayaquica - Martinez Irene Olaya,1CCO2/208,LCC
25054,CCOS 607,Interaccion Humano Computadora,OO3,M,1700-1859,Ayaquica - Martinez Irene Olaya,1CCO4/103,LCC
25054,CCOS 607,Interaccion Humano Computadora,OO3,V,1700-1859,Ayaquica - Martinez Irene Olaya,1CCO2/208,LCC
20016,FGUS 007,Lengua Extranjera IV,101,M,0900-1059,Chavez - Heredia Claudia,1CCO1/002,LCC
20016,FGUS 007,Lengua Extranjera IV,101,V,0900-1059,Chavez - Heredia Claudia,1CCO4/102,LCC
26429,FGUS 007,Lengua Extranjera IV,102,M,0700-0859,Chavez - Heredia Claudia,1CCO4/101,LCC
26429,FGUS 007,Lengua Extranjera IV,102,V,0700-0859,Chavez - Heredia Claudia,1CCO4/101,LCC
26434,FGUS 007,Lengua Extranjera IV,103,M,1100-1259,Diaz - Garcia Elvira Claudia,1CCO1/003,LCC
26434,FGUS 007,Lengua Extranjera IV,103,V,1100-1259,Diaz - Garcia Elvira Claudia,1CCO1/005,LCC
26437,FGUS 007,Lengua Extranjera IV,104,A,1500-1659,Salazar - Perez Sergio,1CCO1/005,LCC
26437,FGUS 007,Lengua Extranjera IV,104,J,1500-1659,Salazar - Perez Sergio,1CCO1/005,LCC
26441,FGUS 007,Lengua Extranjera IV,105,A,1300-1459,Bravo - Fuentes Maria DE Lourdes,1CCO4/401,LCC
26441,FGUS 007,Lengua Extranjera IV,105,J,1300-1459,Bravo - Fuentes Maria DE Lourdes,1CCO4/401,LCC
26443,FGUS 007,Lengua Extranjera IV,106,M,1500-1659,Hernandez - Mendoza Minerva,1CCO1/004,LCC
26443,FGUS 007,Lengua Extranjera IV,106,V,1500-1659,Hernandez - Mendoza Minerva,1CCO1/004,LCC
26457,FGUS 007,Lengua Extranjera IV,107,A,0700-0859,Chavez - Heredia Claudia,1CCO4/201,LCC
26457,FGUS 007,Lengua Extranjera IV,107,J,0700-0859,Chavez - Heredia Claudia,1CCO4/201,LCC
26461,FGUS 007,Lengua Extranjera IV,108,M,0900-1059,Cruz - Lopez Maria Silvia Concepcion,1CCO4/103,LCC
26461,FGUS 007,Lengua Extranjera IV,108,V,0900-1059,Cruz - Lopez Maria Silvia Concepcion,1CCO4/103,LCC
25635,CCOS 014,Lenguajes Formales y Automatas,OO1,A,1300-1459,Bautista - Ramos Cesar,1CCO3/114,LCC
25635,CCOS 014,Lenguajes Formales y Automatas,OO1,J,1300-1459,Bautista - Ramos Cesar,1CCO5/202,LCC
25635,CCOS 014,Lenguajes Formales y Automatas,OO1,L,1400-1459,Bautista - Ramos Cesar,1CCO3/114,LCC
25659,CCOS 014,Lenguajes Formales y Automatas,OO2,A,0900-1059,Zepeda - Cortes Claudia,1CCO3/101,LCC
25659,CCOS 014,Lenguajes Formales y Automatas,OO2,J,0900-1059,Zepeda - Cortes Claudia,1CCO5/202,LCC
25659,CCOS 014,Lenguajes Formales y Automatas,OO2,L,1000-1059,Zepeda - Cortes Claudia,1CCO5/202,LCC
24521,CCOS 012,Logica Matematica,OO1,L,1300-1359,Garcia - Juarez Pedro,1CCO4/101,LCC
24521,CCOS 012,Logica Matematica,OO1,M,1300-1459,Garcia - Juarez Pedro,1CCO4/101,LCC
24521,CCOS 012,Logica Matematica,OO1,V,1300-1459,Garcia - Juarez Pedro,1CCO4/101,LCC
24522,CCOS 012,Logica Matematica,OO2,L,1100-1159,Zepeda - Cortes Claudia,1CCO4/102,LCC
24522,CCOS 012,Logica Matematica,OO2,M,1100-1259,Zepeda - Cortes Claudia,1CCO4/102,LCC
24522,CCOS 012,Logica Matematica,OO2,V,1100-1259,Zepeda - Cortes Claudia,1CCO4/102,LCC
25873,ICCS 257,Mineria de Datos,OO1,A,0700-0859,Martinez - Guzman Gerardo,1CCO4/206,LCC
25873,ICCS 257,Mineria de Datos,OO1,J,0700-0859,Martinez - Guzman Gerardo,1CCO4/206,LCC
25873,ICCS 257,Mineria de Datos,OO1,L,0800-0859,Martinez - Guzman Gerardo,1CCO4/206,LCC
25880,ICCS 257,Mineria de Datos,OO2,L,0900-0959,Acosta - Ruiz Samantha,1CCO1/004,LCC
25880,ICCS 257,Mineria de Datos,OO2,M,0900-1059,Acosta - Ruiz Samantha,1CCO1/004,LCC
25880,ICCS 257,Mineria de Datos,OO2,V,0900-1059,Acosta - Ruiz Samantha,1CCO2/207,LCC
25886,ICCS 257,Mineria de Datos,OO3,A,1700-1859,Ayaquica - Martinez Irene Olaya,1CCO2/207,LCC
25886,ICCS 257,Mineria de Datos,OO3,J,1700-1859,Ayaquica - Martinez Irene Olaya,1CCO2/207,LCC
25886,ICCS 257,Mineria de Datos,OO3,L,1800-1859,Ayaquica - Martinez Irene Olaya,1CCO2/207,LCC
26045,ICCS 257,Mineria de Datos,OO4,L,1100-1159,Beltran - Martinez Beatriz,1CCO2/208,LCC
26045,ICCS 257,Mineria de Datos,OO4,M,1100-1259,Beltran - Martinez Beatriz,1CCO2/208,LCC
26045,ICCS 257,Mineria de Datos,OO4,V,1100-1259,Beltran - Martinez Beatriz,1CCO2/208,LCC
26049,ICCS 257,Mineria de Datos,OO5,L,0700-0759,Melendez - Teodoro Augusto,1CCO2/208,LCC
26049,ICCS 257,Mineria de Datos,OO5,M,0700-0859,Melendez - Teodoro Augusto,1CCO2/208,LCC
26049,ICCS 257,Mineria de Datos,OO5,V,0700-0859,Melendez - Teodoro Augusto,1CCO1/005,LCC
26056,ICCS 257,Mineria de Datos,OO6,A,0900-1059,Melendez - Teodoro Augusto,1CCO4/203,LCC
26056,ICCS 257,Mineria de Datos,OO6,J,0900-1059,Melendez - Teodoro Augusto,1CCO3/114,LCC
26056,ICCS 257,Mineria de Datos,OO6,L,1000-1059,Melendez - Teodoro Augusto,1CCO4/203,LCC
26059,ICCS 257,Mineria de Datos,OO7,A,0700-0859,Sanchez - Lopez Abraham,1CCO2/208,LCC
26059,ICCS 257,Mineria de Datos,OO7,J,0700-0859,Sanchez - Lopez Abraham,1CCO2/208,LCC
26059,ICCS 257,Mineria de Datos,OO7,L,0800-0859,Sanchez - Lopez Abraham,1CCO2/208,LCC
25764,CCOS 251,Probabilidad y Estadistica,OO1,L,0900-0959,Contreras - Juarez Roberto,1CCO4/305,LCC
25764,CCOS 251,Probabilidad y Estadistica,OO1,M,0900-1059,Contreras - Juarez Roberto,1CCO4/305,LCC
25764,CCOS 251,Probabilidad y Estadistica,OO1,V,0900-1059,Contreras - Juarez Roberto,1CCO4/305,LCC
25769,CCOS 251,Probabilidad y Estadistica,OO2,L,1300-1359,Palomino - Jimenez Carlos,1CCO4/305,LCC
25769,CCOS 251,Probabilidad y Estadistica,OO2,M,1300-1459,Palomino - Jimenez Carlos,1CCO4/305,LCC
25769,CCOS 251,Probabilidad y Estadistica,OO2,V,1300-1459,Palomino - Jimenez Carlos,1CCO4/305,LCC
25777,CCOS 251,Probabilidad y Estadistica,OO4,A,0900-1059,Garcia - Juarez Pedro,1CCO4/201,LCC
25777,CCOS 251,Probabilidad y Estadistica,OO4,J,0900-1059,Garcia - Juarez Pedro,1CCO4/201,LCC
25777,CCOS 251,Probabilidad y Estadistica,OO4,L,1000-1059,Garcia - Juarez Pedro,1CCO4/201,LCC
25782,CCOS 251,Probabilidad y Estadistica,OO5,A,0700-0859,Dawe - Gonzalez Arturo Alejandro,1CCO5/201,LCC
25782,CCOS 251,Probabilidad y Estadistica,OO5,J,0700-0859,Dawe - Gonzalez Arturo Alejandro,1CCO5/201,LCC
25782,CCOS 251,Probabilidad y Estadistica,OO5,L,0800-0859,Dawe - Gonzalez Arturo Alejandro,1CCO5/201,LCC
25808,CCOS 251,Probabilidad y Estadistica,OO9,L,0700-0759,Romero - Tehuitzil Olivia,1CCO4/301,LCC
25808,CCOS 251,Probabilidad y Estadistica,OO9,M,0700-0859,Romero - Tehuitzil Olivia,1CCO4/301,LCC
25808,CCOS 251,Probabilidad y Estadistica,OO9,V,0700-0859,Romero - Tehuitzil Olivia,1CCO4/301,LCC
25065,CCOS 608,Proces.Digital de Imagenes,OO1,L,0900-0959,Marcial - Castillo Luis Rene,1CCO4/101,LCC
25065,CCOS 608,Proces.Digital de Imagenes,OO1,M,0900-1059,Marcial - Castillo Luis Rene,1CCO4/101,LCC
25065,CCOS 608,Proces.Digital de Imagenes,OO1,V,0900-1059,Marcial - Castillo Luis Rene,1CCO4/101,LCC
25071,CCOS 608,Proces.Digital de Imagenes,OO2,L,1100-1159,Orato - Ramirez Jose Martin,1CCO4/203,LCC
25071,CCOS 608,Proces.Digital de Imagenes,OO2,M,1100-1259,Orato - Ramirez Jose Martin,1CCO1/004,LCC
25071,CCOS 608,Proces.Digital de Imagenes,OO2,V,1100-1259,Orato - Ramirez Jose Martin,1CCO3/101,LCC
25079,CCOS 608,Proces.Digital de Imagenes,OO3,A,1700-1859,Salazar - Martinez Hilario,1CCO3/101,LCC
25079,CCOS 608,Proces.Digital de Imagenes,OO3,J,1700-1859,Salazar - Martinez Hilario,1CCO4/201,LCC
25079,CCOS 608,Proces.Digital de Imagenes,OO3,L,1800-1859,Salazar - Martinez Hilario,1CCO4/201,LCC
25088,CCOS 608,Proces.Digital de Imagenes,OO4,A,0700-0859,Olmos - Pineda Ivan,1CCO4/307,LCC
25088,CCOS 608,Proces.Digital de Imagenes,OO4,J,0700-0859,Olmos - Pineda Ivan,1CCO4/203,LCC
25088,CCOS 608,Proces.Digital de Imagenes,OO4,L,0800-0859,Olmos - Pineda Ivan,1CCO4/307,LCC
25096,CCOS 608,Proces.Digital de Imagenes,OO5,A,0900-1059,Olvera - Lopez Jose Arturo,1CCO4/304,LCC
25096,CCOS 608,Proces.Digital de Imagenes,OO5,J,0900-1059,Olvera - Lopez Jose Arturo,1CCO4/403,LCC
25096,CCOS 608,Proces.Digital de Imagenes,OO5,L,1000-1059,Olvera - Lopez Jose Arturo,1CCO4/403,LCC
25143,CCOS 613,Prog. de Dispositivos Moviles,OO1,L,0900-0959,Vargas - Lomeli Miguel Angel,1CCO3/109,LCC
25143,CCOS 613,Prog. de Dispositivos Moviles,OO1,M,0900-1059,Vargas - Lomeli Miguel Angel,1CCO3/109,LCC
25143,CCOS 613,Prog. de Dispositivos Moviles,OO1,V,0900-1059,Vargas - Lomeli Miguel Angel,1CCO5/203,LCC
25155,CCOS 613,Prog. de Dispositivos Moviles,OO2,A,1900-2059,Montalvo - Montalvo Nancy,1CCO4/303,LCC
25155,CCOS 613,Prog. de Dispositivos Moviles,OO2,J,1900-2059,Montalvo - Montalvo Nancy,1CCO4/303,LCC
25155,CCOS 613,Prog. de Dispositivos Moviles,OO2,L,2000-2059,Montalvo - Montalvo Nancy,1CCO4/303,LCC
25876,CCOS 253,Progra. Concurrente y Paralela,OO1,L,0900-0959,Colmenares - Guillen Luis Enrique,1CCO5/203,LCC
25876,CCOS 253,Progra. Concurrente y Paralela,OO1,M,0900-1059,Colmenares - Guillen Luis Enrique,1CCO5/203,LCC
25876,CCOS 253,Progra. Concurrente y Paralela,OO1,V,0900-1059,Colmenares - Guillen Luis Enrique,1CCO3/109,LCC
25884,CCOS 253,Progra. Concurrente y Paralela,OO2,A,1300-1459,Roman - Flores Alberto,1CCO4/104,LCC
25884,CCOS 253,Progra. Concurrente y Paralela,OO2,J,1300-1459,Roman - Flores Alberto,1CCO3/101,LCC
25884,CCOS 253,Progra. Concurrente y Paralela,OO2,L,1400-1459,Roman - Flores Alberto,1CCO4/104,LCC
25892,CCOS 253,Progra. Concurrente y Paralela,OO3,L,1100-1159,Tovar - Vidal Mireya,1CCO3/101,LCC
25892,CCOS 253,Progra. Concurrente y Paralela,OO3,M,1100-1259,Tovar - Vidal Mireya,1CCO3/101,LCC
25892,CCOS 253,Progra. Concurrente y Paralela,OO3,V,1100-1259,Tovar - Vidal Mireya,1CCO3/114,LCC
42761,CCOS 615,Programacion de Videojuegos,OO1,L,1100-1159,Regino - Medina Luis Filiberto,1CCO4/103,LCC
