nrc,clave,materia,seccion,profesor,programa,edificio,aula,dia_codigo,dia_orden,inicio,fin,minutos,cruzada
25143,CCOS 613,Prog. de Dispositivos Moviles,OO1,Vargas - Lomeli Miguel Angel,LCC,1CCO3,109,M,3,09:00:00,10:59:00,119,False
25143,CCOS 613,Prog. de Dispositivos Moviles,OO1,Vargas - Lomeli Miguel Angel,LCC,1CCO5,203,V,5,09:00:00,10:59:00,119,False
25155,CCOS 613,Prog. de Dispositivos Moviles,OO2,Montalvo - Montalvo Nancy,LCC,1CCO4,303,A,2,19:00:00,20:59:00,119,False
25155,CCOS 613,Prog. de Dispositivos Moviles,OO2,Montalvo - Montalvo Nancy,LCC,1CCO4,303,J,4,19:00:00,20:59:00,119,False
25155,CCOS 613,Prog. de Dispositivos Moviles,OO2,Montalvo - Montalvo Nancy,LCC,1CCO4,303,L,1,20:00:00,20:59:00,59,False
25876,CCOS 253,Progra. Concurrente y Paralela,OO1,Colmenares - Guillen Luis Enrique,LCC,1CCO5,203,L,1,09:00:00,09:59:00,59,False
25876,CCOS 253,Progra. Concurrente y Paralela,OO1,Colmenares - Guillen Luis Enrique,LCC,1CCO5,203,M,3,09:00:00,10:59:00,119,False
25876,CCOS 253,Progra. Concurrente y Paralela,OO1,Colmenares - Guillen Luis Enrique,LCC,1CCO3,109,V,5,09:00:00,10:59:00,119,False
25884,CCOS 253,Progra. Concurrente y Paralela,OO2,Roman - Flores Alberto,LCC,1CCO4,104,A,2,13:00:00,14:59:00,119,False
25884,CCOS 253,Progra. Concurrente y Paralela,OO2,Roman - Flores Alberto,LCC,1CCO3,101,J,4,13:00:00,14:59:00,119,False
25884,CCOS 253,Progra. Concurrente y Paralela,OO2,Roman - Flores Alberto,LCC,1CCO4,104,L,1,14:00:00,14:59:00,59,False
25892,CCOS 253,Progra. Concurrente y Paralela,OO3,Tovar - Vidal Mireya,LCC,1CCO3,101,L,1,11:00:00,11:59:00,59,False
25892,CCOS 253,Progra. Concurrente y Paralela,OO3,Tovar - Vidal Mireya,LCC,1CCO3,101,M,3,11:00:00,12:59:00,119,False
25892,CCOS 253,Progra. Concurrente y Paralela,OO3,Tovar - Vidal Mireya,LCC,1CCO3,114,V,5,11:00:00,12:59:00,119,False
42761,CCOS 615,Programacion de Videojuegos,OO1,Regino - Medina Luis Filiberto,LCC,1CCO4,103,L,1,11:00:00,11:59:00,59,False
42761,CCOS 615,Programacion de Videojuegos,OO1,Regino - Medina Luis Filiberto,LCC,1CCO4,103,M,3,11:00:00,12:59:00,119,False
42761,CCOS 615,Programacion de Videojuegos,OO1,Regino - Medina Luis Filiberto,LCC,1CCO3,109,V,5,11:00:00,12:59:00,119,False
25981,CCOS 256,Programacion Distribuida,OO1,Roman - Flores Alberto,LCC,1CCO4,306,L,1,13:00:00,13:59:00,59,False
25981,CCOS 256,Programacion Distribuida,OO1,Roman - Flores Alberto,LCC,1CCO4,306,M,3,13:00:00,14:59:00,119,False
25981,CCOS 256,Programacion Distribuida,OO1,Roman - Flores Alberto,LCC,1CCO4,306,V,5,13:00:00,14:59:00,119,False
25992,CCOS 256,Programacion Distribuida,OO2,Orato - Ramirez Jose Martin,LCC,1CCO4,401,L,1,09:00:00,09:59:00,59,False
25992,CCOS 256,Programacion Distribuida,OO2,Orato - Ramirez Jose Martin,LCC,1CCO4,401,M,3,09:00:00,10:59:00,119,False
25992,CCOS 256,Programacion Distribuida,OO2,Orato - Ramirez Jose Martin,LCC,1CCO4,206,V,5,09:00:00,10:59:00,119,False
25998,CCOS 256,Programacion Distribuida,OO3,Larios - Gomez Mariano,LCC,1CCO1,005,L,1,15:00:00,15:59:00,59,False
25998,CCOS 256,Programacion Distribuida,OO3,Larios - Gomez Mariano,LCC,1CCO4,308,M,3,15:00:00,16:59:00,119,False
25998,CCOS 256,Programacion Distribuida,OO3,Larios - Gomez Mariano,LCC,1CCO1,005,V,5,15:00:00,16:59:00,119,False
40210,CCOS 256,Programacion Distribuida,OO4,Mendoza - Olguin Gustavo Emilio,LCC,1CCO3,114,A,2,11:00:00,12:59:00,119,False
40210,CCOS 256,Programacion Distribuida,OO4,Mendoza - Olguin Gustavo Emilio,LCC,1CCO4,102,J,4,11:00:00,12:59:00,119,False
40210,CCOS 256,Programacion Distribuida,OO4,Mendoza - Olguin Gustavo Emilio,LCC,1CCO4,308,L,1,12:00:00,12:59:00,59,False
26133,IDDS 002,Proyectos I + D I,101,Romero - Valdez Maria DEL Carmen,LCC,1CCO4,102,A,2,07:00:00,08:59:00,119,False
26133,IDDS 002,Proyectos I + D I,101,Romero - Valdez Maria DEL Carmen,LCC,1CCO4,102,J,4,07:00:00,08:59:00,119,False
26140,IDDS 002,Proyectos I + D I,102,Perez DE Celis - Herrero Maria DE LA Concepcion,LCC,1CCO4,101,A,2,09:00:00,10:59:00,119,False
26140,IDDS 002,Proyectos I + D I,102,Perez DE Celis - Herrero Maria DE LA Concepcion,LCC,1CCO4,101,J,4,09:00:00,10:59:00,119,False
26147,IDDS 002,Proyectos I + D I,103,Santiago - Diaz Maria DEL Carmen,LCC,1CCO5,203,A,2,13:00:00,14:59:00,119,False
26147,IDDS 002,Proyectos I + D I,103,Santiago - Diaz Maria DEL Carmen,LCC,1CCO5,203,J,4,13:00:00,14:59:00,119,False
26149,IDDS 002,Proyectos I + D I,104,Acosta - Ruiz Samantha,LCC,1CCO4,204,M,3,13:00:00,14:59:00,119,False
26149,IDDS 002,Proyectos I + D I,104,Acosta - Ruiz Samantha,LCC,1CCO4,204,V,5,13:00:00,14:59:00,119,False
26156,IDDS 002,Proyectos I + D I,105,Archundia - Sierra Etelvina,LCC,1CCO4,303,A,2,13:00:00,14:59:00,119,False
26156,IDDS 002,Proyectos I + D I,105,Archundia - Sierra Etelvina,LCC,1CCO4,303,J,4,13:00:00,14:59:00,119,False
26162,IDDS 002,Proyectos I + D I,106,Carrillo - Ruiz Maya,LCC,1CCO4,103,A,2,17:00:00,18:59:00,119,False
26162,IDDS 002,Proyectos I + D I,106,Carrillo - Ruiz Maya,LCC,1CCO4,103,J,4,17:00:00,18:59:00,119,False
26170,IDDS 002,Proyectos I + D I,107,Rosales - Lopez Karina,LCC,1CCO4,401,M,3,15:00:00,16:59:00,119,False
26170,IDDS 002,Proyectos I + D I,107,Rosales - Lopez Karina,LCC,1CCO4,401,V,5,15:00:00,16:59:00,119,False
26292,CCOS 264,Recuperacion de la Informacion,OO1,Carrillo - Ruiz Maya,LCC,1CCO3,114,A,2,15:00:00,16:59:00,119,False
26292,CCOS 264,Recuperacion de la Informacion,OO1,Carrillo - Ruiz Maya,LCC,1CCO4,201,J,4,15:00:00,16:59:00,119,False
26292,CCOS 264,Recuperacion de la Informacion,OO1,Carrillo - Ruiz Maya,LCC,1CCO3,104,L,1,16:00:00,16:59:00,59,False
26303,CCOS 264,Recuperacion de la Informacion,OO2,Tecuanhuehue - Vera Pedro,LCC,1CCO4,103,L,1,15:00:00,15:59:00,59,False
26303,CCOS 264,Recuperacion de la Informacion,OO2,Tecuanhuehue - Vera Pedro,LCC,1CCO4,103,M,3,15:00:00,16:59:00,119,False
26303,CCOS 264,Recuperacion de la Informacion,OO2,Tecuanhuehue - Vera Pedro,LCC,1CCO4,308,V,5,15:00:00,16:59:00,119,False
26315,CCOS 264,Recuperacion de la Informacion,OO3,Sanchez - Lopez Abraham,LCC,1CCO5,202,A,2,13:00:00,14:59:00,119,False
26315,CCOS 264,Recuperacion de la Informacion,OO3,Sanchez - Lopez Abraham,LCC,1CCO4,308,J,4,13:00:00,14:59:00,119,False
26315,CCOS 264,Recuperacion de la Informacion,OO3,Sanchez - Lopez Abraham,LCC,1CCO5,202,L,1,14:00:00,14:59:00,59,False
26324,CCOS 264,Recuperacion de la Informacion,OO4,Perez - Lucero Josue,LCC,1CCO4,103,A,2,19:00:00,20:59:00,119,False
26324,CCOS 264,Recuperacion de la Informacion,OO4,Perez - Lucero Josue,LCC,1CCO4,103,J,4,19:00:00,20:59:00,119,False
26324,CCOS 264,Recuperacion de la Informacion,OO4,Perez - Lucero Josue,LCC,1CCO4,103,L,1,20:00:00,20:59:00,59,False
42759,CCOS 603,Redes Avanzadas,OO1,Andrade - Gonzalez Alfonso,LCC,1CCO3,301,A,2,09:00:00,10:59:00,119,False
42759,CCOS 603,Redes Avanzadas,OO1,Andrade - Gonzalez Alfonso,LCC,1CCO3,301,J,4,09:00:00,10:59:00,119,False
42759,CCOS 603,Redes Avanzadas,OO1,Andrade - Gonzalez Alfonso,LCC,1CCO3,301,L,1,10:00:00,10:59:00,59,False
26077,CCOS 260,Redes de Computadoras,OO1,Leon - Chavez Miguel Angel,LCC,1CCO4,305,A,2,09:00:00,10:59:00,119,False
26077,CCOS 260,Redes de Computadoras,OO1,Leon - Chavez Miguel Angel,LCC,1CCO3,303,J,4,09:00:00,10:59:00,119,False
26077,CCOS 260,Redes de Computadoras,OO1,Leon - Chavez Miguel Angel,LCC,1CCO4,305,L,1,10:00:00,10:59:00,59,False
26086,CCOS 260,Redes de Computadoras,OO2,Ramirez - Espitia Carlos Mauricio,LCC,1CCO4,402,A,2,07:00:00,08:59:00,119,False
26086,CCOS 260,Redes de Computadoras,OO2,Ramirez - Espitia Carlos Mauricio,LCC,1CCO3,303,J,4,07:00:00,08:59:00,119,False
26086,CCOS 260,Redes de Computadoras,OO2,Ramirez - Espitia Carlos Mauricio,LCC,1CCO4,402,L,1,08:00:00,08:59:00,59,False
26285,CCOS 263,Seguridad en Redes,OO1,Soriano - Rosas Jose Isabel,LCC,1CCO4,304,A,2,15:00:00,16:59:00,119,False
26285,CCOS 263,Seguridad en Redes,OO1,Soriano - Rosas Jose Isabel,LCC,1CCO3,302,J,4,15:00:00,16:59:00,119,False
26285,CCOS 263,Seguridad en Redes,OO1,Soriano - Rosas Jose Isabel,LCC,1CCO3,302,L,1,16:00:00,16:59:00,59,False
42743,CCOS 263,Seguridad en Redes,OO2,Rodriguez - Perez Fernando,LCC,1CCO3,303,L,1,19:00:00,19:59:00,59,False
42743,CCOS 263,Seguridad en Redes,OO2,Rodriguez - Perez Fernando,LCC,1CCO3,303,M,3,19:00:00,20:59:00,119,False
42743,CCOS 263,Seguridad en Redes,OO2,Rodriguez - Perez Fernando,LCC,1CCO3,303,V,5,19:00:00,20:59:00,119,False
25813,CCOS 252,Sistemas Operativos I,OO1,DE LA Rosa - Flores Rafael,LCC,1CCO1,002,L,1,07:00:00,07:59:00,59,False
25813,CCOS 252,Sistemas Operativos I,OO1,DE LA Rosa - Flores Rafael,LCC,1CCO3,109,M,3,07:00:00,08:59:00,119,False
25813,CCOS 252,Sistemas Operativos I,OO1,DE LA Rosa - Flores Rafael,LCC,1CCO1,002,V,5,07:00:00,08:59:00,119,False
25825,CCOS 252,Sistemas Operativos I,OO2,Gonzalez - Flores Marcos,LCC,1CCO1,002,A,2,11:00:00,12:59:00,119,False
25825,CCOS 252,Sistemas Operativos I,OO2,Gonzalez - Flores Marcos,LCC,1CCO3,101,J,4,11:00:00,12:59:00,119,False
25825,CCOS 252,Sistemas Operativos I,OO2,Gonzalez - Flores Marcos,LCC,1CCO1,002,L,1,12:00:00,12:59:00,59,False
25830,CCOS 252,Sistemas Operativos I,OO3,Colmenares - Guillen Luis Enrique,LCC,1CCO1,003,L,1,13:00:00,13:59:00,59,False
25830,CCOS 252,Sistemas Operativos I,OO3,Colmenares - Guillen Luis Enrique,LCC,1CCO1,003,M,3,13:00:00,14:59:00,119,False
25830,CCOS 252,Sistemas Operativos I,OO3,Colmenares - Guillen Luis Enrique,LCC,1CCO3,109,V,5,13:00:00,14:59:00,119,False
25836,CCOS 252,Sistemas Operativos I,OO4,Vargas - Lomeli Miguel Angel,LCC,1CCO1,003,L,1,15:00:00,15:59:00,59,False
25836,CCOS 252,Sistemas Operativos I,OO4,Vargas - Lomeli Miguel Angel,LCC,1CCO3,109,M,3,15:00:00,16:59:00,119,False
25836,CCOS 252,Sistemas Operativos I,OO4,Vargas - Lomeli Miguel Angel,LCC,1CCO1,003,V,5,15:00:00,16:59:00,119,False
25852,CCOS 252,Sistemas Operativos I,OO6,Perez - Lucero Josue,LCC,1CCO4,404,L,1,17:00:00,17:59:00,59,False
25852,CCOS 252,Sistemas Operativos I,OO6,Perez - Lucero Josue,LCC,1CCO1,004,M,3,17:00:00,18:59:00,119,False
25852,CCOS 252,Sistemas Operativos I,OO6,Perez - Lucero Josue,LCC,1CCO4,404,V,5,17:00:00,18:59:00,119,False
25861,CCOS 252,Sistemas Operativos I,OO7,Orato - Ramirez Jose Martin,LCC,1CCO4,301,A,2,13:00:00,14:59:00,119,False
25861,CCOS 252,Sistemas Operativos I,OO7,Orato - Ramirez Jose Martin,LCC,1CCO4,301,J,4,13:00:00,14:59:00,119,False
25861,CCOS 252,Sistemas Operativos I,OO7,Orato - Ramirez Jose Martin,LCC,1CCO4,301,L,1,14:00:00,14:59:00,59,False
25910,CCOS 254,Sistemas Operativos II,OO1,Aguilar - Rico Adolfo,LCC,1CCO1,005,L,1,07:00:00,07:59:00,59,False
25910,CCOS 254,Sistemas Operativos II,OO1,Aguilar - Rico Adolfo,LCC,1CCO1,005,M,3,07:00:00,08:59:00,119,False
25910,CCOS 254,Sistemas Operativos II,OO1,Aguilar - Rico Adolfo,LCC,1CCO4,307,V,5,07:00:00,08:59:00,119,False
25914,CCOS 254,Sistemas Operativos II,OO2,Colmenares - Guillen Luis Enrique,LCC,1CCO3,109,A,2,09:00:00,10:59:00,119,False
25914,CCOS 254,Sistemas Operativos II,OO2,Colmenares - Guillen Luis Enrique,LCC,1CCO1,005,J,4,09:00:00,10:59:00,119,False
25914,CCOS 254,Sistemas Operativos II,OO2,Colmenares - Guillen Luis Enrique,LCC,1CCO1,005,L,1,10:00:00,10:59:00,59,False
25921,CCOS 254,Sistemas Operativos II,OO3,Castillo - Zacatelco Hilda,LCC,1CCO1,005,L,1,13:00:00,13:59:00,59,False
25921,CCOS 254,Sistemas Operativos II,OO3,Castillo - Zacatelco Hilda,LCC,1CCO3,109,M,3,13:00:00,14:59:00,119,False
25921,CCOS 254,Sistemas Operativos II,OO3,Castillo - Zacatelco Hilda,LCC,1CCO1,005,V,5,13:00:00,14:59:00,119,False
25923,CCOS 254,Sistemas Operativos II,OO4,Perez - Lucero Josue,LCC,1CCO3,114,A,2,17:00:00,18:59:00,119,False
25923,CCOS 254,Sistemas Operativos II,OO4,Perez - Lucero Josue,LCC,1CCO4,101,J,4,17:00:00,18:59:00,119,False
25923,CCOS 254,Sistemas Operativos II,OO4,Perez - Lucero Josue,LCC,1CCO4,101,L,1,18:00:00,18:59:00,59,False
25927,CCOS 254,Sistemas Operativos II,OO5,Ceron - Garnica Carmen,LCC,1CCO1,004,A,2,15:00:00,16:59:00,119,False
25927,CCOS 254,Sistemas Operativos II,OO5,Ceron - Garnica Carmen,LCC,1CCO4,307,J,4,15:00:00,16:59:00,119,False
25927,CCOS 254,Sistemas Operativos II,OO5,Ceron - Garnica Carmen,LCC,1CCO1,004,L,1,16:00:00,16:59:00,59,False
25937,CCOS 254,Sistemas Operativos II,OO7,Bautista - Lopez Veronica Edith,LCC,1CCO4,308,L,1,09:00:00,09:59:00,59,False
25937,CCOS 254,Sistemas Operativos II,OO7,Bautista - Lopez Veronica Edith,LCC,1CCO4,308,M,3,09:00:00,10:59:00,119,False
25937,CCOS 254,Sistemas Operativos II,OO7,Bautista - Lopez Veronica Edith,LCC,1CCO1,005,V,5,09:00:00,10:59:00,119,False
26333,CCOS 600,Web Semantica,OO1,Tovar - Vidal Mireya,LCC,1CCO4,104,L,1,09:00:00,09:59:00,59,False
26333,CCOS 600,Web Semantica,OO1,Tovar - Vidal Mireya,LCC,1CCO4,104,M,3,09:00:00,10:59:00,119,False
26333,CCOS 600,Web Semantica,OO1,Tovar - Vidal Mireya,LCC,1CCO3,114,V,5,09:00:00,10:59:00,119,False
