nrc,clave,materia,seccion,profesor,programa,edificio,aula,dia_codigo,dia_orden,inicio,fin,minutos,cruzada
25966,IDDS 001,Administracion de Proyectos,101,Rodriguez - Pedroza Berenice,ICC,1CCO1,004,A,2,07:00:00,08:59:00,119,False
25966,IDDS 001,Administracion de Proyectos,101,Rodriguez - Pedroza Berenice,ICC,1CCO1,004,J,4,07:00:00,08:59:00,119,False
25978,IDDS 001,Administracion de Proyectos,102,Romero - Valdez Maria DEL Carmen,ICC,1CCO5,203,A,2,09:00:00,10:59:00,119,False
25978,IDDS 001,Administracion de Proyectos,102,Romero - Valdez Maria DEL Carmen,ICC,1CCO5,203,J,4,09:00:00,10:59:00,119,False
26005,IDDS 001,Administracion de Proyectos,103,Romero - Valdez Maria DEL Carmen,ICC,1CCO1,002,M,3,17:00:00,18:59:00,119,False
26005,IDDS 001,Administracion de Proyectos,103,Romero - Valdez Maria DEL Carmen,ICC,1CCO1,002,V,5,17:00:00,18:59:00,119,False
26030,IDDS 001,Administracion de Proyectos,104,Romero - Valdez Maria DEL Carmen,ICC,1CCO5,201,A,2,17:00:00,18:59:00,119,False
26030,IDDS 001,Administracion de Proyectos,104,Romero - Valdez Maria DEL Carmen,ICC,1CCO5,201,J,4,17:00:00,18:59:00,119,False
26065,IDDS 001,Administracion de Proyectos,105,Vera - Cervantes Eugenia Erica,ICC,1CCO1,001,M,3,11:00:00,12:59:00,119,False
26065,IDDS 001,Administracion de Proyectos,105,Vera - Cervantes Eugenia Erica,ICC,1CCO1,001,V,5,11:00:00,12:59:00,119,False
26082,IDDS 001,Administracion de Proyectos,106,Ambrosio - Vazquez Alma Delia,ICC,1CCO5,203,M,3,15:00:00,16:59:00,119,False
26082,IDDS 001,Administracion de Proyectos,106,Ambrosio - Vazquez Alma Delia,ICC,1CCO5,203,V,5,15:00:00,16:59:00,119,False
26104,IDDS 001,Administracion de Proyectos,108,Zenteno - Vazquez ANA Claudia,ICC,1CCO4,203,M,3,09:00:00,10:59:00,119,False
26104,IDDS 001,Administracion de Proyectos,108,Zenteno - Vazquez ANA Claudia,ICC,1CCO4,203,V,5,09:00:00,10:59:00,119,False
26119,IDDS 001,Administracion de Proyectos,109,Gonzalez - Flores Marcos,ICC,1CCO4,201,A,2,13:00:00,14:59:00,119,False
26119,IDDS 001,Administracion de Proyectos,109,Gonzalez - Flores Marcos,ICC,1CCO4,201,J,4,13:00:00,14:59:00,119,False
26125,IDDS 001,Administracion de Proyectos,110,Mendoza - Rojas Angel Omar,ICC,1CCO4,401,M,3,07:00:00,08:59:00,119,False
26125,IDDS 001,Administracion de Proyectos,110,Mendoza - Rojas Angel Omar,ICC,1CCO4,401,V,5,07:00:00,08:59:00,119,False
25094,ICCS 261,Administracion de Redes,OO1,Zenteno - Vazquez ANA Claudia,ICC,1CCO1,005,L,1,11:00:00,11:59:00,59,False
25094,ICCS 261,Administracion de Redes,OO1,Zenteno - Vazquez ANA Claudia,ICC,1CCO1,005,M,3,11:00:00,12:59:00,119,False
25094,ICCS 261,Administracion de Redes,OO1,Zenteno - Vazquez ANA Claudia,ICC,1CCO3,302,V,5,11:00:00,12:59:00,119,False
25117,ICCS 261,Administracion de Redes,OO2,Romero - Hernandez Yeiny,ICC,1CCO3,302,L,1,13:00:00,13:59:00,59,False
25117,ICCS 261,Administracion de Redes,OO2,Romero - Hernandez Yeiny,ICC,1CCO3,302,M,3,13:00:00,14:59:00,119,False
25117,ICCS 261,Administracion de Redes,OO2,Romero - Hernandez Yeiny,ICC,1CCO4,303,V,5,13:00:00,14:59:00,119,False
25138,ICCS 261,Administracion de Redes,OO3,Barrios - Gonzalez Erick,ICC,1CCO1,005,A,2,13:00:00,14:59:00,119,False
25138,ICCS 261,Administracion de Redes,OO3,Barrios - Gonzalez Erick,ICC,1CCO3,302,J,4,13:00:00,14:59:00,119,False
25138,ICCS 261,Administracion de Redes,OO3,Barrios - Gonzalez Erick,ICC,1CCO1,005,L,1,14:00:00,14:59:00,59,False
25165,ICCS 261,Administracion de Redes,OO4,Zenteno - Vazquez ANA Claudia,ICC,1CCO4,202,A,2,13:00:00,14:59:00,119,False
25165,ICCS 261,Administracion de Redes,OO4,Zenteno - Vazquez ANA Claudia,ICC,1CCO3,301,J,4,13:00:00,14:59:00,119,False
25165,ICCS 261,Administracion de Redes,OO4,Zenteno - Vazquez ANA Claudia,ICC,1CCO3,301,L,1,14:00:00,14:59:00,59,False
42753,ISCO 201,Analisis y Diseno de Algoritm,O1O,Vargas - Lomeli Miguel Angel,ICC,1CCO4,104,A,2,09:00:00,10:59:00,119,False
42753,ISCO 201,Analisis y Diseno de Algoritm,O1O,Vargas - Lomeli Miguel Angel,ICC,1CCO3,104,J,4,09:00:00,10:59:00,119,False
42753,ISCO 201,Analisis y Diseno de Algoritm,O1O,Vargas - Lomeli Miguel Angel,ICC,1CCO3,104,L,1,10:00:00,10:59:00,59,False
26508,ISCO 201,Analisis y Diseno de Algoritm,OO1,Regino - Medina Luis Filiberto,ICC,1CCO1,001,L,1,09:00:00,09:59:00,59,False
26508,ISCO 201,Analisis y Diseno de Algoritm,OO1,Regino - Medina Luis Filiberto,ICC,1CCO1,001,M,3,09:00:00,10:59:00,119,False
26508,ISCO 201,Analisis y Diseno de Algoritm,OO1,Regino - Medina Luis Filiberto,ICC,1CCO1,001,V,5,09:00:00,10:59:00,119,False
26535,ISCO 201,Analisis y Diseno de Algoritm,OO2,Marcial - Castillo Luis Rene,ICC,1CCO1,003,A,2,09:00:00,10:59:00,119,False
26535,ISCO 201,Analisis y Diseno de Algoritm,OO2,Marcial - Castillo Luis Rene,ICC,1CCO1,003,J,4,09:00:00,10:59:00,119,False
26535,ISCO 201,Analisis y Diseno de Algoritm,OO2,Marcial - Castillo Luis Rene,ICC,1CCO1,003,L,1,10:00:00,10:59:00,59,False
26540,ISCO 201,Analisis y Diseno de Algoritm,OO3,Ayaquica - Martinez Irene Olaya,ICC,1CCO1,003,A,2,13:00:00,14:59:00,119,False
26540,ISCO 201,Analisis y Diseno de Algoritm,OO3,Ayaquica - Martinez Irene Olaya,ICC,1CCO1,003,J,4,13:00:00,14:59:00,119,False
26540,ISCO 201,Analisis y Diseno de Algoritm,OO3,Ayaquica - Martinez Irene Olaya,ICC,1CCO1,003,L,1,14:00:00,14:59:00,59,False
26546,ISCO 201,Analisis y Diseno de Algoritm,OO4,Zacarias - Flores Fernando,ICC,1CCO1,003,A,2,11:00:00,12:59:00,119,False
26546,ISCO 201,Analisis y Diseno de Algoritm,OO4,Zacarias - Flores Fernando,ICC,1CCO1,003,J,4,11:00:00,12:59:00,119,False
26546,ISCO 201,Analisis y Diseno de Algoritm,OO4,Zacarias - Flores Fernando,ICC,1CCO1,003,L,1,12:00:00,12:59:00,59,False
26553,ISCO 201,Analisis y Diseno de Algoritm,OO5,Bello - Lopez Pedro,ICC,1CCO4,307,A,2,11:00:00,12:59:00,119,False
26553,ISCO 201,Analisis y Diseno de Algoritm,OO5,Bello - Lopez Pedro,ICC,1CCO4,401,J,4,11:00:00,12:59:00,119,False
26553,ISCO 201,Analisis y Diseno de Algoritm,OO5,Bello - Lopez Pedro,ICC,1CCO4,401,L,1,12:00:00,12:59:00,59,False
26558,ISCO 201,Analisis y Diseno de Algoritm,OO6,Toriz - Palacios Alfredo,ICC,1CCO1,005,A,2,07:00:00,08:59:00,119,False
26558,ISCO 201,Analisis y Diseno de Algoritm,OO6,Toriz - Palacios Alfredo,ICC,1CCO1,005,J,4,07:00:00,08:59:00,119,False
26558,ISCO 201,Analisis y Diseno de Algoritm,OO6,Toriz - Palacios Alfredo,ICC,1CCO1,005,L,1,08:00:00,08:59:00,59,False
26565,ISCO 201,Analisis y Diseno de Algoritm,OO7,Montalvo - Montalvo Nancy,ICC,1CCO4,103,L,1,13:00:00,13:59:00,59,False
26565,ISCO 201,Analisis y Diseno de Algoritm,OO7,Montalvo - Montalvo Nancy,ICC,1CCO4,103,M,3,13:00:00,14:59:00,119,False
26565,ISCO 201,Analisis y Diseno de Algoritm,OO7,Montalvo - Montalvo Nancy,ICC,1CCO4,103,V,5,13:00:00,14:59:00,119,False
26570,ISCO 201,Analisis y Diseno de Algoritm,OO8,Vilarino - Ayala Darnes,ICC,1CCO4,204,A,2,07:00:00,08:59:00,119,False
26570,ISCO 201,Analisis y Diseno de Algoritm,OO8,Vilarino - Ayala Darnes,ICC,1CCO3,101,J,4,07:00:00,08:59:00,119,False
26570,ISCO 201,Analisis y Diseno de Algoritm,OO8,Vilarino - Ayala Darnes,ICC,1CCO4,204,L,1,08:00:00,08:59:00,59,False
26574,ISCO 201,Analisis y Diseno de Algoritm,OO9,Altamirano - Robles Luis Carlos,ICC,1CCO4,304,A,2,17:00:00,18:59:00,119,False
26574,ISCO 201,Analisis y Diseno de Algoritm,OO9,Altamirano - Robles Luis Carlos,ICC,1CCO4,304,J,4,17:00:00,18:59:00,119,False
26574,ISCO 201,Analisis y Diseno de Algoritm,OO9,Altamirano - Robles Luis Carlos,ICC,1CCO4,304,L,1,18:00:00,18:59:00,59,False
25104,CCOS 609,Animacion por Computadora,OO1,Rivera - Martinez Marcela,ICC,1CCO3,114,A,2,09:00:00,10:59:00,119,False
25104,CCOS 609,Animacion por Computadora,OO1,Rivera - Martinez Marcela,ICC,1CCO1,002,J,4,09:00:00,10:59:00,119,False
25104,CCOS 609,Animacion por Computadora,OO1,Rivera - Martinez Marcela,ICC,1CCO3,114,L,1,10:00:00,10:59:00,59,False
25114,CCOS 609,Animacion por Computadora,OO2,Mendoza - Olguin Gustavo Emilio,ICC,1CCO4,307,L,1,11:00:00,11:59:00,59,False
25114,CCOS 609,Animacion por Computadora,OO2,Mendoza - Olguin Gustavo Emilio,ICC,1CCO4,204,M,3,11:00:00,12:59:00,119,False
25114,CCOS 609,Animacion por Computadora,OO2,Mendoza - Olguin Gustavo Emilio,ICC,1CCO4,307,V,5,11:00:00,12:59:00,119,False
25126,CCOS 609,Animacion por Computadora,OO3,Acosta - Ruiz Samantha,ICC,1CCO3,109,A,2,15:00:00,16:59:00,119,False
25126,CCOS 609,Animacion por Computadora,OO3,Acosta - Ruiz Samantha,ICC,1CCO1,001,J,4,15:00:00,16:59:00,119,False
25126,CCOS 609,Animacion por Computadora,OO3,Acosta - Ruiz Samantha,ICC,1CCO3,109,L,1,16:00:00,16:59:00,59,False
25245,CCOS 701,Aplicaciones Multimedia,OO1,Castillo - Avila Arlem Aleida,ICC,1CCO1,004,A,2,11:00:00,12:59:00,119,False
25245,CCOS 701,Aplicaciones Multimedia,OO1,Castillo - Avila Arlem Aleida,ICC,1CCO3,114,J,4,11:00:00,12:59:00,119,False
25245,CCOS 701,Aplicaciones Multimedia,OO1,Castillo - Avila Arlem Aleida,ICC,1CCO3,114,L,1,12:00:00,12:59:00,59,False
25182,CCOS 700,Aplicaciones Web,OO1,Castillo - Avila Arlem Aleida,ICC,1CCO2,208,L,1,09:00:00,09:59:00,59,False
25182,CCOS 700,Aplicaciones Web,OO1,Castillo - Avila Arlem Aleida,ICC,1CCO2,208,M,3,09:00:00,10:59:00,119,False
25182,CCOS 700,Aplicaciones Web,OO1,Castillo - Avila Arlem Aleida,ICC,1CCO2,208,V,5,09:00:00,10:59:00,119,False
25223,CCOS 700,Aplicaciones Web,OO2,Mendez - Sanchez Luis Yael,ICC,1CCO4,303,A,2,11:00:00,12:59:00,119,False
25223,CCOS 700,Aplicaciones Web,OO2,Mendez - Sanchez Luis Yael,ICC,1CCO4,307,J,4,11:00:00,12:59:00,119,False
25223,CCOS 700,Aplicaciones Web,OO2,Mendez - Sanchez Luis Yael,ICC,1CCO4,307,L,1,12:00:00,12:59:00,59,False
25236,CCOS 700,Aplicaciones Web,OO3,Bello - Lopez Pedro,ICC,1CCO4,308,L,1,17:00:00,17:59:00,59,False
25236,CCOS 700,Aplicaciones Web,OO3,Bello - Lopez Pedro,ICC,1CCO4,308,M,3,17:00:00,18:59:00,119,False
25236,CCOS 700,Aplicaciones Web,OO3,Bello - Lopez Pedro,ICC,1CCO1,001,V,5,17:00:00,18:59:00,119,False
26288,ISCC 201,Arquitectura de Computadoras,OO1,Sanchez - Galvez Maria Eugenia Narciza Sully,ICC,1CCO5,202,L,1,11:00:00,11:59:00,59,False
26288,ISCC 201,Arquitectura de Computadoras,OO1,Sanchez - Galvez Maria Eugenia Narciza Sully,ICC,1CCO5,202,M,3,11:00:00,12:59:00,119,False
26288,ISCC 201,Arquitectura de Computadoras,OO1,Sanchez - Galvez Maria Eugenia Narciza Sully,ICC,1CCO3,309,V,5,11:00:00,12:59:00,119,False
26304,ISCC 201,Arquitectura de Computadoras,OO2,Hurtado - Madrid Jose Miguel,ICC,1CCO1,003,A,2,17:00:00,18:59:00,119,False
26304,ISCC 201,Arquitectura de Computadoras,OO2,Hurtado - Madrid Jose Miguel,ICC,1CCO3,309,J,4,17:00:00,18:59:00,119,False
26304,ISCC 201,Arquitectura de Computadoras,OO2,Hurtado - Madrid Jose Miguel,ICC,1CCO1,003,L,1,18:00:00,18:59:00,59,False
26319,ISCC 201,Arquitectura de Computadoras,OO3,Rubin - Linares Gustavo Trinidad,ICC,1CCO1,005,L,1,09:00:00,09:59:00,59,False
26319,ISCC 201,Arquitectura de Computadoras,OO3,Rubin - Linares Gustavo Trinidad,ICC,1CCO1,005,M,3,09:00:00,10:59:00,119,False
26319,ISCC 201,Arquitectura de Computadoras,OO3,Rubin - Linares Gustavo Trinidad,ICC,1CCO3,309,V,5,09:00:00,10:59:00,119,False
26348,ISCC 201,Arquitectura de Computadoras,OO4,Hurtado - Madrid Jose Miguel,ICC,1CCO3,208,A,2,13:00:00,14:59:00,119,False
26348,ISCC 201,Arquitectura de Computadoras,OO4,Hurtado - Madrid Jose Miguel,ICC,1CCO4,402,J,4,13:00:00,14:59:00,119,False
26348,ISCC 201,Arquitectura de Computadoras,OO4,Hurtado - Madrid Jose Miguel,ICC,1CCO3,208,L,1,14:00:00,14:59:00,59,False
26359,ISCC 201,Arquitectura de Computadoras,OO5,Barrios - Gonzalez Erick,ICC,1CCO4,303,L,1,13:00:00,13:59:00,59,False
26359,ISCC 201,Arquitectura de Computadoras,OO5,Barrios - Gonzalez Erick,ICC,1CCO4,303,M,3,13:00:00,14:59:00,119,False
26359,ISCC 201,Arquitectura de Computadoras,OO5,Barrios - Gonzalez Erick,ICC,1CCO3,114,V,5,13:00:00,14:59:00,119,False
26401,ISCC 201,Arquitectura de Computadoras,OO6,Morales - Aguilar Luis Enrique,ICC,1CCO4,305,A,2,13:00:00,14:59:00,119,False
26401,ISCC 201,Arquitectura de Computadoras,OO6,Morales - Aguilar Luis Enrique,ICC,1CCO3,208,J,4,13:00:00,14:59:00,119,False
26401,ISCC 201,Arquitectura de Computadoras,OO6,Morales - Aguilar Luis Enrique,ICC,1CCO3,309,L,1,14:00:00,14:59:00,59,False
25841,ICCS 256,Bases de Datos para Ingenieria,OO1,Perez DE Celis - Herrero Maria DE LA Concepcion,ICC,1CCO1,004,L,1,13:00:00,13:59:00,59,False
25841,ICCS 256,Bases de Datos para Ingenieria,OO1,Perez DE Celis - Herrero Maria DE LA Concepcion,ICC,1CCO3,104,M,3,13:00:00,14:59:00,119,False
25841,ICCS 256,Bases de Datos para Ingenieria,OO1,Perez DE Celis - Herrero Maria DE LA Concepcion,ICC,1CCO1,004,V,5,13:00:00,14:59:00,119,False
25848,ICCS 256,Bases de Datos para Ingenieria,OO2,Beltran - Martinez Beatriz,ICC,1CCO2,207,L,1,09:00:00,09:59:00,59,False
25848,ICCS 256,Bases de Datos para Ingenieria,OO2,Beltran - Martinez Beatriz,ICC,1CCO2,207,M,3,09:00:00,10:59:00,119,False
25848,ICCS 256,Bases de Datos para Ingenieria,OO2,Beltran - Martinez Beatriz,ICC,1CCO3,104,V,5,09:00:00,10:59:00,119,False
25853,ICCS 256,Bases de Datos para Ingenieria,OO3,Rodriguez - Bernal Fernando,ICC,1CCO3,109,A,2,17:00:00,18:59:00,119,False
25853,ICCS 256,Bases de Datos para Ingenieria,OO3,Rodriguez - Bernal Fernando,ICC,1CCO1,001,J,4,17:00:00,18:59:00,119,False
25853,ICCS 256,Bases de Datos para Ingenieria,OO3,Rodriguez - Bernal Fernando,ICC,1CCO1,001,L,1,18:00:00,18:59:00,59,False
25858,ICCS 256,Bases de Datos para Ingenieria,OO4,Moyao - Martinez Yolanda,ICC,1CCO1,003,L,1,07:00:00,07:59:00,59,False
25858,ICCS 256,Bases de Datos para Ingenieria,OO4,Moyao - Martinez Yolanda,ICC,1CCO2,207,M,3,07:00:00,08:59:00,119,False
25858,ICCS 256,Bases de Datos para Ingenieria,OO4,Moyao - Martinez Yolanda,ICC,1CCO1,003,V,5,07:00:00,08:59:00,119,False
25864,ICCS 256,Bases de Datos para Ingenieria,OO5,Contreras - Gonzalez Meliza,ICC,1CCO1,001,L,1,15:00:00,15:59:00,59,False
25864,ICCS 256,Bases de Datos para Ingenieria,OO5,Contreras - Gonzalez Meliza,ICC,1CCO1,001,M,3,15:00:00,16:59:00,119,False
25864,ICCS 256,Bases de Datos para Ingenieria,OO5,Contreras - Gonzalez Meliza,ICC,1CCO2,207,V,5,15:00:00,16:59:00,119,False
25867,ICCS 256,Bases de Datos para Ingenieria,OO6,Ambrosio - Vazquez Alma Delia,ICC,1CCO3,109,A,2,11:00:00,12:59:00,119,False
25867,ICCS 256,Bases de Datos para Ingenieria,OO6,Ambrosio - Vazquez Alma Delia,ICC,1CCO4,306,J,4,11:00:00,12:59:00,119,False
25867,ICCS 256,Bases de Datos para Ingenieria,OO6,Ambrosio - Vazquez Alma Delia,ICC,1CCO2,207,L,1,12:00:00,12:59:00,59,False
25524,ICCS 007,Circuitos Electricos,OO1,Mejia - Palafox Juan,ICC,1CCO5,202,L,1,07:00:00,07:59:00,59,False
25524,ICCS 007,Circuitos Electricos,OO1,Mejia - Palafox Juan,ICC,1CCO3,309,M,3,07:00:00,08:59:00,119,False
25524,ICCS 007,Circuitos Electricos,OO1,Mejia - Palafox Juan,ICC,1CCO5,202,V,5,07:00:00,08:59:00,119,False
25527,ICCS 007,Circuitos Electricos,OO2,Chavira - Martinez Elsa,ICC,1CCO5,202,L,1,09:00:00,09:59:00,59,False
25527,ICCS 007,Circuitos Electricos,OO2,Chavira - Martinez Elsa,ICC,1CCO3,309,M,3,09:00:00,10:59:00,119,False
25527,ICCS 007,Circuitos Electricos,OO2,Chavira - Martinez Elsa,ICC,1CCO5,202,V,5,09:00:00,10:59:00,119,False
25531,ICCS 007,Circuitos Electricos,OO4,Rodriguez - Pedroza Berenice,ICC,1CCO3,309,A,2,09:00:00,10:59:00,119,False
25531,ICCS 007,Circuitos Electricos,OO4,Rodriguez - Pedroza Berenice,ICC,1CCO5,201,J,4,09:00:00,10:59:00,119,False
25531,ICCS 007,Circuitos Electricos,OO4,Rodriguez - Pedroza Berenice,ICC,1CCO3,309,L,1,10:00:00,10:59:00,59,False
25535,ICCS 007,Circuitos Electricos,OO5,Hurtado - Madrid Jose Miguel,ICC,1CCO4,402,L,1,17:00:00,17:59:00,59,False
25535,ICCS 007,Circuitos Electricos,OO5,Hurtado - Madrid Jose Miguel,ICC,1CCO3,309,M,3,17:00:00,18:59:00,119,False
25535,ICCS 007,Circuitos Electricos,OO5,Hurtado - Madrid Jose Miguel,ICC,1CCO4,402,V,5,17:00:00,18:59:00,119,False
25543,ICCS 007,Circuitos Electricos,OO6,Camacho - Tellez Hugo,ICC,1CCO5,201,A,2,15:00:00,16:59:00,119,False
25543,ICCS 007,Circuitos Electricos,OO6,Camacho - Tellez Hugo,ICC,1CCO3,309,J,4,15:00:00,16:59:00,119,False
25543,ICCS 007,Circuitos Electricos,OO6,Camacho - Tellez Hugo,ICC,1CCO5,201,L,1,16:00:00,16:59:00,59,False
25546,ICCS 007,Circuitos Electricos,OO7,Morales - Aguilar Luis Enrique,ICC,1CCO3,310,L,1,19:00:00,19:59:00,59,False
25546,ICCS 007,Circuitos Electricos,OO7,Morales - Aguilar Luis Enrique,ICC,1CCO3,310,M,3,19:00:00,20:59:00,119,False
25546,ICCS 007,Circuitos Electricos,OO7,Morales - Aguilar Luis Enrique,ICC,1CCO1,001,V,5,19:00:00,20:59:00,119,False
25552,ICCS 250,Circuitos Electronicos,OO1,Rubin - Linares Gustavo Trinidad,ICC,1CCO3,309,A,2,11:00:00,12:59:00,119,False
25552,ICCS 250,Circuitos Electronicos,OO1,Rubin - Linares Gustavo Trinidad,ICC,1CCO1,001,J,4,11:00:00,12:59:00,119,False
25552,ICCS 250,Circuitos Electronicos,OO1,Rubin - Linares Gustavo Trinidad,ICC,1CCO1,001,L,1,12:00:00,12:59:00,59,False
25558,ICCS 250,Circuitos Electronicos,OO2,Camacho - Tellez Hugo,ICC,1CCO5,201,L,1,15:00:00,15:59:00,59,False
25558,ICCS 250,Circuitos Electronicos,OO2,Camacho - Tellez Hugo,ICC,1CCO3,309,M,3,15:00:00,16:59:00,119,False
25558,ICCS 250,Circuitos Electronicos,OO2,Camacho - Tellez Hugo,ICC,1CCO5,201,V,5,15:00:00,16:59:00,119,False
25564,ICCS 250,Circuitos Electronicos,OO3,Rodriguez - Pedroza Berenice,ICC,1CCO3,208,L,1,09:00:00,09:59:00,59,False
25564,ICCS 250,Circuitos Electronicos,OO3,Rodriguez - Pedroza Berenice,ICC,1CCO3,208,M,3,09:00:00,10:59:00,119,False
25564,ICCS 250,Circuitos Electronicos,OO3,Rodriguez - Pedroza Berenice,ICC,1CCO3,208,V,5,09:00:00,10:59:00,119,False
25567,ICCS 250,Circuitos Electronicos,OO4,Lopez - Munoz Mauro Alberto,ICC,1CCO3,208,L,1,11:00:00,11:59:00,59,False
25567,ICCS 250,Circuitos Electronicos,OO4,Lopez - Munoz Mauro Alberto,ICC,1CCO3,208,M,3,11:00:00,12:59:00,119,False
25567,ICCS 250,Circuitos Electronicos,OO4,Lopez - Munoz Mauro Alberto,ICC,1CCO3,208,V,5,11:00:00,12:59:00,119,False
25570,ICCS 250,Circuitos Electronicos,OO5,Cortez - . Ernest,ICC,1CCO3,208,A,2,17:00:00,18:59:00,119,False
25570,ICCS 250,Circuitos Electronicos,OO5,Cortez - . Ernest,ICC,1CCO3,208,J,4,17:00:00,18:59:00,119,False
25570,ICCS 250,Circuitos Electronicos,OO5,Cortez - . Ernest,ICC,1CCO3,208,L,1,18:00:00,18:59:00,59,False
25574,ICCS 250,Circuitos Electronicos,OO6,Rubin - Linares Gustavo Trinidad,ICC,1CCO5,202,A,2,09:00:00,10:59:00,119,False
25574,ICCS 250,Circuitos Electronicos,OO6,Rubin - Linares Gustavo Trinidad,ICC,1CCO3,208,J,4,09:00:00,10:59:00,119,False
25574,ICCS 250,Circuitos Electronicos,OO6,Rubin - Linares Gustavo Trinidad,ICC,1CCO5,203,L,1,10:00:00,10:59:00,59,False
26068,ICCS 258,Desarrollo de Aplicaciones Web,OO1,Toriz - Palacios Alfredo,ICC,1CCO4,102,L,1,07:00:00,07:59:00,59,False
26068,ICCS 258,Desarrollo de Aplicaciones Web,OO1,Toriz - Palacios Alfredo,ICC,1CCO4,102,M,3,07:00:00,08:59:00,119,False
26068,ICCS 258,Desarrollo de Aplicaciones Web,OO1,Toriz - Palacios Alfredo,ICC,1CCO3,101,V,5,07:00:00,08:59:00,119,False
26074,ICCS 258,Desarrollo de Aplicaciones Web,OO2,Lopez - Poblano Gilberto,ICC,1CCO4,103,L,1,17:00:00,17:59:00,59,False
26074,ICCS 258,Desarrollo de Aplicaciones Web,OO2,Lopez - Poblano Gilberto,ICC,1CCO4,403,M,3,17:00:00,18:59:00,119,False
26074,ICCS 258,Desarrollo de Aplicaciones Web,OO2,Lopez - Poblano Gilberto,ICC,1CCO4,103,V,5,17:00:00,18:59:00,119,False
26076,ICCS 258,Desarrollo de Aplicaciones Web,OO3,Lopez - Poblano Gilberto,ICC,1CCO1,002,A,2,15:00:00,16:59:00,119,False
26076,ICCS 258,Desarrollo de Aplicaciones Web,OO3,Lopez - Poblano Gilberto,ICC,1CCO4,403,J,4,15:00:00,16:59:00,119,False
26076,ICCS 258,Desarrollo de Aplicaciones Web,OO3,Lopez - Poblano Gilberto,ICC,1CCO4,403,L,1,16:00:00,16:59:00,59,False
26083,ICCS 258,Desarrollo de Aplicaciones Web,OO4,Mendez - Sanchez Luis Yael,ICC,1CCO3,104,L,1,09:00:00,09:59:00,59,False
26083,ICCS 258,Desarrollo de Aplicaciones Web,OO4,Mendez - Sanchez Luis Yael,ICC,1CCO3,104,M,3,09:00:00,10:59:00,119,False
26083,ICCS 258,Desarrollo de Aplicaciones Web,OO4,Mendez - Sanchez Luis Yael,ICC,1CCO3,101,V,5,09:00:00,10:59:00,119,False
26087,ICCS 258,Desarrollo de Aplicaciones Web,OO5,Toriz - Palacios Alfredo,ICC,1CCO4,306,A,2,09:00:00,10:59:00,119,False
26087,ICCS 258,Desarrollo de Aplicaciones Web,OO5,Toriz - Palacios Alfredo,ICC,1CCO4,104,J,4,09:00:00,10:59:00,119,False
26087,ICCS 258,Desarrollo de Aplicaciones Web,OO5,Toriz - Palacios Alfredo,ICC,1CCO4,104,L,1,10:00:00,10:59:00,59,False
26093,ICCS 258,Desarrollo de Aplicaciones Web,OO6,Conde - Ramirez Juan Carlos,ICC,1CCO1,001,L,1,11:00:00,11:59:00,59,False
26093,ICCS 258,Desarrollo de Aplicaciones Web,OO6,Conde - Ramirez Juan Carlos,ICC,1CCO4,307,M,3,11:00:00,12:59:00,119,False
26093,ICCS 258,Desarrollo de Aplicaciones Web,OO6,Conde - Ramirez Juan Carlos,ICC,1CCO4,204,V,5,11:00:00,12:59:00,119,False
25669,ICCS 253,Diseno Digital,OO1,Sanchez - Galvez Maria Eugenia Narciza Sully,ICC,1CCO1,003,A,2,07:00:00,08:59:00,119,False
25669,ICCS 253,Diseno Digital,OO1,Sanchez - Galvez Maria Eugenia Narciza Sully,ICC,1CCO3,309,J,4,07:00:00,08:59:00,119,False
25669,ICCS 253,Diseno Digital,OO1,Sanchez - Galvez Maria Eugenia Narciza Sully,ICC,1CCO1,003,L,1,08:00:00,08:59:00,59,False
25680,ICCS 253,Diseno Digital,OO2,Cortez - . Ernest,ICC,1CCO3,309,A,2,15:00:00,16:59:00,119,False
25680,ICCS 253,Diseno Digital,OO2,Cortez - . Ernest,ICC,1CCO1,002,J,4,15:00:00,16:59:00,119,False
25680,ICCS 253,Diseno Digital,OO2,Cortez - . Ernest,ICC,1CCO1,002,L,1,16:00:00,16:59:00,59,False
25743,ICCS 253,Diseno Digital,OO3,Mantilla - Narvaez Lilia,ICC,1CCO1,004,A,2,09:00:00,10:59:00,119,False
25743,ICCS 253,Diseno Digital,OO3,Mantilla - Narvaez Lilia,ICC,1CCO3,309,J,4,09:00:00,10:59:00,119,False
25743,ICCS 253,Diseno Digital,OO3,Mantilla - Narvaez Lilia,ICC,1CCO1,004,L,1,10:00:00,10:59:00,59,False
25748,ICCS 253,Diseno Digital,OO4,Lopez - Munoz Mauro Alberto,ICC,1CCO1,004,A,2,13:00:00,14:59:00,119,False
25748,ICCS 253,Diseno Digital,OO4,Lopez - Munoz Mauro Alberto,ICC,1CCO3,309,J,4,13:00:00,14:59:00,119,False
25748,ICCS 253,Diseno Digital,OO4,Lopez - Munoz Mauro Alberto,ICC,1CCO1,004,L,1,14:00:00,14:59:00,59,False
25752,ICCS 253,Diseno Digital,OO5,Mantilla - Narvaez Lilia,ICC,1CCO1,002,L,1,13:00:00,13:59:00,59,False
25752,ICCS 253,Diseno Digital,OO5,Mantilla - Narvaez Lilia,ICC,1CCO1,002,M,3,13:00:00,14:59:00,119,False
